Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2,Total_ChrF
Because environment be going to be negatively impacte.,Because environment supposedly is going to be also negatively impacted.,I want to do my part to save the environment.,23.891357593812824,0.75702703,I want to do my part to save the planet.,I want to do something to help it.,51.66087853368779
I thought this was most thing i heard in my life.,I thought that was the most hilarious thing i heard in my entire life.,I was blown away.,4.850625015291392,0.78678936,I was very surprised.,I was so amazed.,17.137258407811302
Oo i have to go bathroom really.,Oo i have to go to the bathroom really bad.,I can't wait to go to the bathroom.,49.721900326616726,0.87444544,I can't wait to get out of here.,I can't wait to go to the bathroom now.,62.03681549572335
I mean i be going start dancing with women.,I mean i am going to start dancing with those brazilian women.,I am going to start dancing with women.,58.31451623988685,0.92774546,I am going to dance with women.,I am going to start dancing.,67.96143246006214
Let me try finish what i be talk but uh.,Let me try to finish what i am talking about here but uh therther.,I can't.,1.5220700152207,0.73697126,I just can't.,I just can't think of anything.,28.62644022118947
And thethey had arts shows everywhere.,And thethey had these art shows everywhere.,They were very proud of their culture.,19.93591766432832,0.74980944,They were very proud of their art.,They loved the arts.,49.68925528629707
She come and sit in restaurant.,She came in and sat down in the restaurant.,She was waiting for her friend.,14.214205432107432,0.7419457,She was waiting for her friend to arrive.,She was waiting for someone.,67.7990263968263
I had client offices building next grand central.,I had a client in the office building next to grand central.,I had to go there every day.,12.406524991218419,0.7026082,I had to go there every day to work.,I had to go there every day to get work done.,69.6924622175223
But you can not go walmart.,But you cannot even go to a walmart.,You can not go to the store.,31.44773671802035,0.883752,"You can not go to the store, you can not go to the store.","You can not go to the store, because you are not a citizen.",50.78317286816897
You know you know she is.,You know some you know she is so vulnerable.,She is a slut.,8.25270750974059,0.76155245,She is a good girl.,She is a good girl and you know it.,35.1631591877029
We hunt tree and bounce them time time and.,Yeah we have a lotta trees we hunt through the trees and bounce off them from time to time and.,We can't catch them all.,7.022776158013038,0.7354289,We can't catch them.,We can't miss them.,61.09228185021518
Two year after that she have one.,Then two years after that she had another one.,She had a baby girl.,12.974013808477627,0.7948346,She had a baby girl and it was a boy.,She had a baby girl that year.,58.76918462130748
A lot of it has do r.,A lot of it has to do with the with the r.,It has a lot of do r.,19.341102785483365,0.8028333,It's a lot of do r.,It has a lot of do r in it.,66.27121619013295
And play sevenyearold children but he do.,And not played with a sevenyearold child but he did.,He is a very naughty boy.,7.824135211142657,0.73285156,He is a very naughty child.,He is a very good child.,57.635886288647164
You do know half of it.,You do not know the half of it.,You're a sailor and you've been sailing for years.,11.588984632812487,0.695842,You're a sailor.,You're a sailor and you've been in the Navy.,56.52866484669835
We were real happy get this place natural gas.,We were real happy to get this place with natural gas.,We were real happy get this place natural gas.,75.27879619558739,0.9887639,We were able to save a lot of money.,We were real happy get this place natural gas.,50.391364629823364
And it is going take while.,And it is going to take a while.,It's going to be a lot of work.,30.994240025777316,0.867079,It's going to be a long process.,It's going to be a long day.,68.10016530829164
Well i use come out.,Well i used to come out here.,I don't like to come out.,36.66107727078732,0.75575864,I don't know how to spell come out.,I don't know how to spell it.,50.4842864830991
If i was and have pass and fall walls.,If i was alright and had not passed out and fallen over the wall.,I would like a room with no walls.,11.449709525242065,0.72423315,I would be angry.,I would like a room with a bed.,45.68969806580656
Full cut up tomatoes and.,Full of cut up tomatoes and.,The woman is making a salad with the tomatoes.,28.82336666545735,0.7766609,The woman is slicing an onion.,The woman is making a salad with the tomatoes and the lettuce.,48.19422758883656
I hope plugs is mess up.,I hope that plug is not messing up the.,I am not a fan of them.,10.81590217483436,0.6396681,I am not a fan of the way he looks.,I am not a fan of the way he acts.,66.02626514007156
No i do know anything.,No i do not know anything.,I know nothing about anything.,46.981595007198855,0.91045845,I know nothing.,I do know everything.,48.68781848331316
And he can do it home.,And he can do it at home.,He can do it at home.,78.3707304349177,0.98485804,He can do it in the kitchen.,He can do it in the bedroom.,47.16844911808894
How come those comes two parts.,How come this comes in two parts.,I can't figure it out.,7.936507936507938,0.6928253,"I'm not sure, but I'm sure there are two parts.","I'm not sure, but I'm sure there are two.",38.60409820765207
Just make you get enough air.,Just to make sure you get enough air.,You'll be fine.,5.037112516091302,0.73041254,You'll be alright.,You're going to be fine.,31.129018766158524
I have got its butter.,Then i have got my butter.,It is delicious.,5.10204081632653,0.7473953,Its butter.,Its butter is gone.,26.732519820535167
You can still hear planes.,You can still hear the planes.,The airport is too far away.,13.782349420639866,0.768299,The airport is too close to the building.,It's too close to the city.,38.672138836647825
I have not spiked fever or seen any signs.,I have not spiked any fever or seen any signs of.,I am not sick.,8.160893533677134,0.8520801,I have not had a fever for a week.,I have not had a fever for a few days.,31.960720005230485
Yeah i do think that is.,Yeah i do think that is true.,I think you're right.,18.204178961760846,0.8419682,I am not sure if it's true or not.,I am not sure if it's true.,37.002815868987945
And they get paid it.,And they get paid for it.,They're a bunch of greedy jerks.,11.83904097783834,0.70907557,They are the ones who make it happen.,They're a bunch of greedy thugs.,34.65595439629256
Yeah he be try to cast spell her.,Yeah he is trying to cast a spell over her.,He's a wizard.,3.9414414414414414,0.7879562,He be a wizard.,He be a witch.,43.104241019432834
Danny say he might play later.,Danny just said he might play later.,Danny is a person who likes to play sports.,23.21575943598944,0.8301152,Danny is a good player.,Danny is a person who likes to play later.,52.687923621263046
No but it was coming out.,No but it was just coming out.,I wasn't sure if I was going to buy it.,19.597038110462105,0.7446477,I wasn't sure if I wanted to buy it.,I hadn't seen it yet.,43.024103224174084
I mean the skeleton part it you know.,I mean all the skeleton part of it you know an.,I don't know how to spell it.,15.332374418070724,0.68422365,I don't know how to explain it.,"I don't know how to spell it, but it's there.",55.91528563130248
Yeah but we got hour than.,Yeah but we also got up an hour later than usual.,We're going to have to wait.,8.872225941352276,0.68451893,We're going to have a party in a couple of hours.,We're going to have a party in a few hours.,57.61791554397841
If you do want cds.,If you do not want a cd.,If you do want cds.,43.358215643310935,0.86519766,If you do not want cds.,"If you do want cds, you can buy them at the store.",39.09360333858372
I see one there be one.,I see one there is a rectangular one right there.,I see one there be one.,32.80372403694404,0.8508084,I see one there be one. I see one there be one. I see one there be one.,I see one there be one. I see one there be one.,57.86466979322754
I want make sure now.,I want to make sure now.,I don't want to wait.,27.164902176558492,0.7969692,I don't want to wait until tomorrow.,I don't want to make any mistakes.,46.27221649896326
He is judgmental on people it bugs me.,He is like so judgmental on people it bugs me.,He is so arrogant.,10.425798634502332,0.8204441,He is so arrogant and rude.,He is so arrogant and selfish.,62.69818887248394
I just do put it.,I just did not put it down.,I just do put it.,37.38766455413124,0.81225604,I just do it.,I just do put it in.,62.084151115822294
So i will call you and tell you.,So i will call all of you and tell you.,I want to talk to you.,12.452083375331718,0.78995085,I want to tell you the good news.,I want to tell you.,51.737593409441075
We have be really summer.,We have to be really safe this summer.,We have to go to the beach.,26.234888306398208,0.795244,We have have be really summer.,We have to go to the park.,37.5471623172058
See i do watch stuffs.,See i do not watch that stuff.,I like to watch tv.,20.899930203812087,0.7431607,I like tv shows.,I like to watch a lot of movies.,36.511031111077344
I wiped it on my jackets.,No i wiped it off on my jacket.,I had gotten a lot of mud on them.,11.76058907127865,0.76281714,I had gotten a lot of mud on my jackets.,I had gotten a lot of water on them.,65.56166179177725
If fails appease the monster.,If all else fails appease the monster.,If succeeds appease the monster.,60.563412024410404,0.9471952,If succeeds appease the beast.,The monster will eat you.,43.42804853459714
It does not smell vitamin.,It does not smell like vitamins.,It is rotten.,8.465123021386876,0.71162164,It is rotten in the cellar.,It is rotten in the middle.,51.7541554788159
And one kid who be be really having problems.,And this one little kid who is been really having a problem.,He had a lot of anger issues.,8.787533160854592,0.74622786,He had a lot of anger problems.,He had a lot of anger issues and he was in trouble.,53.864808943542265
And that fear starts to eat you.,And that fear starts to eat away at you.,And you can't get rid of it.,11.822810573932546,0.74753654,And you can't get out of it.,And you can't breathe.,58.936177120598934
Had deer its legs up and santa claus was bandage it.,Had the deer with its uh leg up and santa claus was bandaging it.,The deer was in pain.,15.684963763240138,0.87550855,Santa claus had a red beard.,Santa claus had a red hat on.,30.761278995107045
And they said they looked you.,And they said they looked at you.,They were so confused.,10.635582109032729,0.73306704,They were so disappointed.,They were so glad they had you.,40.23072886158052
And it was get down in.,And uh it was getting down in.,I had to get down in.,29.62511952130428,0.8697834,I had to get down in the basement.,I had to get down in the hole.,65.30797104160165
Call kelly right and ask her.,Call up kelly right now and ask her.,Kelly will help you.,14.089228321270756,0.862273,Kelly will help you out.,Kelly will know the answer.,49.964773986638896
They would not let us give homework schools tutors.,They would not let us give homework to the high school tutors.,They were too busy with their own lives.,17.837021125658556,0.71970797,They were too busy.,They were too busy with their own classes.,65.33735102579823
Hundred and thirty i do know.,Hundred and thirty i do not know.,I'm a hundred and thirty i do know.,72.2617514449752,0.9082098,I'm a mathematician.,I'm a hundred and thirty.,43.114871782618884
Then you pour these sheets.,Then you pour that out on a uh sheet.,Then you put them in the oven.,29.614373028269124,0.7503768,Then you put them on the table.,Then you put them in the oven to bake.,64.1475677204689
I will get common denominator.,First i will just get a common denominator.,I will get common denominator.,57.11642974114922,0.9556714,I will get common denominator. I will get common denominator.,I will get the common denominator.,64.70379422684086
He still stayed level three.,So he still stayed on level three.,He was a very good chess player.,14.096759055676761,0.6934838,He was a very good basketball player.,He was a very good runner.,60.526008672921584
That is what it was.,Maybe that is what it was.,It was a dreadful experience.,11.85475125898326,0.6754571,It was a dreadful day.,It was a very long day.,43.488136441542615
And it plugs into your receiver.,And then it plugs into your receiver.,It's a remote control.,9.970179466626814,0.81341946,It's a remote control for your stereo.,It's a good idea to keep it in your pocket.,29.876100080706692
I would go with new thermostat.,I would definitely go with a new thermostat.,I like the way it looks.,11.071679650824652,0.69075084,I like the way it looks in my living room.,I like the way it looks in my room.,69.57273636157937
Planet it is neat looking.,As in planets it is pretty neat looking.,It is a planet.,17.667128483713622,0.87836254,It is a planet with a lot of stars.,It is a planet with a moon.,53.58399601764787
Mom she kinds of know all stuff.,Maybe mom she kind of knew about all this stuff.,Mom is a very smart person.,8.92223185977169,0.8166136,Mom is a very smart woman.,Mom is a good teacher.,42.979217741432066
A all square there are kind of beatup buildings.,A all around this big square there are these kind of beatup little buildings.,There is a big tavern in the middle of the square.,20.87957493623441,0.8089785,There is a big tavern in the square.,There is a big tv in one of the buildings.,57.874953509732286
And they give you they will mail you reimbursements.,And they give you the they will mail you the reimbursement.,They are a good company.,6.990783281958351,0.76763034,They are a good company and they will help you.,They are a good company and they are very helpful.,56.60041465512297
Tell me i can get check seal.,Tell me when i can get checked out on seals.,I'll get it for you.,8.654739711628737,0.7102573,I'll get check seal.,I'll get it.,48.49331533333528
I hope they are too.,I hope they are not too big.,I hope they are too.,57.27365917117938,0.78811055,I hope they're happy.,I hope they're not going to be a problem.,35.843852166710946
Do give the answer because you are denying them learning.,Do not give away the answers because you are denying them of learning.,You are a bad teacher.,10.502470289370274,0.75809854,You are a jerk.,You are a jerk to them.,46.858349983349996
Well i have replace fences.,Well i have replaced fences since then.,I have a lot of work to do.,9.51381014489864,0.68194115,I have a lot of work ahead of me.,I have a lot of work to do in the yard.,60.25976617736085
Hey who bought green cake.,Hey who bought the green cake.,I bought green cake.,51.646182520641425,0.901474,I bought the green cake.,I bought the green one.,64.04324344700936
Yeah you can put it.,Yeah you can put it so.,I don't know what to do with it.,8.637797295665822,0.6611725,I don't know how to put it.,I don't know what to do.,63.10501843770814
Pretty when we rechecked her she was ready take it.,Pretty much when we rechecked her she was ready to take it off.,She ate the whole ice cream with a spoon.,14.530723948761981,0.6142833,She ate the whole ice cream.,She ate the whole piece of cake.,64.77832674083282
So i be act french theatre then i.,So i was acting in the french theatre then i.,'m a french theatre actor.,38.58446521593804,0.9000876,'m a french theatre actor.,'m a french student.,66.28575606888457
I mean i think these are.,I mean i really think those are the.,I mean i think these are.,44.43236980861513,0.9161636,I mean i think they are.,I mean i think these are the best.,67.18068829072953
Are there particular trainers working the penguins hm.,Are there any particular trainers working with the penguins uh hm.,I don't think so.,4.21681073713638,0.6695461,I don't know.,I think so.,42.79153284901391
I am go to put tape.,I am going to put these tapes over here so.,I am going to put tape.,46.031628496196895,0.86743295,I am going to put the tape.,I am going to put tape on the door.,66.02846735324921
I just do you know see this is coming.,I just do not you know see where this is coming from.,I just don't see it coming.,29.385129823880884,0.79295707,I just do not see this is coming.,I just do not see this coming.,66.53465374092914
What do you do it.,What do you do with it.,You do it.,17.711759864459193,0.7669505,You do it with a smile.,You do it with your hands.,38.12083405644404
Until i thought of alternative.,Until i thought of the alternative.,I didn't know what to do.,7.782225344865121,0.76498425,I didn't know what to do with the money.,I didn't know what to do with the ketchup.,65.60603849511907
Because she be get eyes.,Because she is got like awesome eyes.,She be get eyes.,13.899487423101373,0.8910985,She be a girl.,She be a beautiful girl.,27.375662209313017
It will overheat heat exchangers.,It will overheat the heat exchanger.,It will cause the heat exchangers to overheat.,74.53515388999334,0.9674065,It will cause the heat exchangers to fail.,It will cause a fire.,66.1371157260196
And us mixed together friendships.,And all of us mixed together in friendship.,We had a lot of fun together.,26.141390823679288,0.8030813,We had a lot of fun.,We had a great time.,46.24504635129221
And it was lot than if she would buy it.,And so it was a lot cheaper than if she would bought it.,She was a smart person.,13.05058915965934,0.73159647,She was a smart buyer.,She was unsure about the price.,32.81669245759451
I have get pick pat.,I have got to pick up pat.,I have to go to the bank to get some money.,21.561724954582,0.8000823,I have to go to the bank.,I have to go to the bank to get my deposit back.,62.88535159036959
You were going say salami.,You were going to say hot salami.,I was going to say ham.,41.752611044083864,0.8505058,I was going to say ham.,"I was going to say ham, but I couldn't remember.",55.768949789459654
He is got real long fingernail.,He is got these real long fingernails.,He is a fingernail biter.,36.36075468698736,0.92146206,He is a fingernail technician.,He is a fingernail maniac.,63.74878561586416
Well we get sixhundred dollars month.,Well we get sixhundred dollars a month.,We are happy with that.,9.457600909283634,0.7283551,We are rich.,We are happy with it.,46.5245226165763
Yeah there is three lake there.,Yeah there is a three lakes up there.,It's a great place to go fishing.,12.591427145676173,0.7749277,There is three lakes there.,It's a great place to go hiking.,33.68296066544576
So you have to play diamond.,So you have to play a diamond.,You can't play a diamond if you have a spade.,59.75227696897652,0.78367525,You can't play a diamond if you have a heart.,You can't play diamond if you're playing hearts.,64.52460451906454
And day i kept tfour kids after school.,And on the last day i kept tfour kids after school.,I had a lot of fun playing with them.,13.933085224564904,0.7000538,I had a lot of fun.,I had a lot of work that day.,50.400990707846475
Mister collins may not like that.,Now mister collins may not like that.,Mister collins is a bit of a prude.,37.639461994696084,0.8647777,Mister collins is very sensitive.,Mister collins is a bit of a jerk.,61.86690651715489
And try make their life work.,And try to make our life work together.,They are able to make a living.,19.811100243415826,0.6770631,They are able to make it work because they have faith in God.,They are able to make it work because they have faith.,58.61730288086899
Henry even though those has happen.,Marries henry even though all this has happened.,Henry is still sad about them.,14.292741971908457,0.72974,Henry is still a very happy person.,Henry is still a very sad person.,54.160115603057214
We go the roads while.,So we go up the road a while . you are welcome.,We go the roads for a long time.,23.11998398640453,0.8620068,We go the roads for a while.,We go the roads while.,69.70040118994505
But them can not carry very stones.,But some of them cannot carry very many stones.,Stones are heavy.,13.010858237836603,0.85561585,They are too heavy.,Stones are too heavy.,55.683887887996065
Give the person who are make money breaks.,Give the people who are not making the money a break.,The person who are making money need breaks.,36.324104846897,0.8595215,Give them a break.,The person who are making money need to rest.,43.143917270244245
Let us go over side.,That day when evening came he said to his disciples let us go over to the other side.,We'll be fine.,3.243609495433495,0.6770569,We'll be safe there.,We'll be safe there..,56.554786681105696
Do you have a ums use for red peppers.,Do you have a particular um use for the red peppers.,You can use them to make ketchup.,11.640994196003598,0.81515807,You can use them to make a spicy salsa.,You can use them to make a spicy chile sauce.,62.794897747308895
About it and lots the kid mentioned ana.,About it and a lot of the kids mentioned ana.,Ana is a girl.,5.394412489728842,0.8589847,Ana is a girl name.,Ana is a girl who likes to read.,44.22704626083232
Alright take grips with it.,Alright take an inside sleeve grip with it.,You're going to be fine.,7.1458300816814955,0.70496386,You're gonna need to grip it.,You're going to be great.,47.152840480338824
And i am going get full then.,And i am going to get full then hunh.,I am going to eat some food.,29.175793383752968,0.87257266,I am going to eat.,I am hungry.,43.03317809054942
So penguin comes land and let us start again.,So the penguin comes up on land and let us start again.,The penguin lands on the ground.,29.47867634794766,0.80272907,The penguin lands on the beach.,The penguin lands on the ground and we start again.,61.31491550199043
