Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2,Total_ChrF
He draw bloods first time.,He drew some blood out from here the first time.,He is very nervous.,7.3111078876962265,0.73673415,He is very nervous about it.,He is very good at it.,52.16939387208088
I will show you end and ends.,I will show you a front end and a hind end.,I will show you end and ends.,52.409652484252824,0.8561094,I will show you end and ends.,"I will show you end and ends, and you will see what I mean.",60.74490829586242
And tie it his face.,And like tie it on their face.,I'm gonna tie it around his neck.,20.319691488313417,0.819295,I'm going to cut it off.,I'm going to cut it off his head.,39.19235697230932
So my measurement a loss power be based what.,So your measurement of a loss of power is based on what.,on watts,4.965337791252278,0.7953633,on the wattage of the light bulb,on the wattage of the bulb,36.440017028381206
She must have loved him much.,She must have loved him pretty much.,She was very devoted to him.,16.531433443246314,0.9280902,She was very devoted to him and his family.,She was very devoted to him for years.,68.91788955846006
I be voting favors it.,I am voting in favor of it.,I think they should do it.,10.520050125313281,0.78010345,I think he should be elected president.,I think he should be the president.,47.170236372582465
Okay if you have notice this.,Okay if you have noticed that before.,I'm going to go to bed.,8.280309720280947,0.66024876,I'm going to go to the store.,I'm going to go to the store to buy a new dress.,53.4114946398559
I will have jerry get them.,I will have jerry get them down.,Jerry is very good at remembering things.,18.3544179248103,0.7762784,Jerry is very good at finding things.,Jerry is very helpful.,58.33677126828651
I grab her and i go.,I grab her again and i go.,She's on my shoulder and she's crying.,15.236043622656851,0.7295907,She's on my shoulder.,She's on my back.,61.287449673403714
They saw the man who have be possessed legions of demons.,When they came to jesus they saw the man who had been possessed by the legion of demons.,They were terrified.,4.995099253942838,0.7635422,They were frightened.,They were terrified of him.,52.479801221484415
That sounds something he would do.,That sounds like something he would do.,He is a good guy.,5.747126436781609,0.7230513,He is a very nice person.,He's a good kid.,20.886275368005613
I did enjoy read books.,I did not enjoy reading the book.,I bought a new book to read.,19.76574150914018,0.7554076,I bought a lot of books.,I bought a lot of books for myself.,47.92009309046854
You know i have haneve admire president nixon.,You know i have nev particularly admired uh president nixon.,Nixon is a great man.,9.16615944641176,0.782321,Nixon is a great president.,Nixon is a great person.,62.201480953722246
And i keep tell him get relationships before you have children.,And i keep telling him get out of that relationship before you have children.,I want him to be a great husband and father.,11.223688253562834,0.75577605,I want him to be a good person.,I want him to be a good man.,61.766545547066634
She said person were driving their lights.,She said people were driving around with their lights on.,She thought it was a prank.,11.79522541335636,0.7298172,She thought it was a bad idea.,She thought it was funny.,66.35458602496996
And we stayed couples years.,And we stayed out for a couple years.,I'm glad I got to know him.,6.501182033096926,0.649767,I'm glad we did.,I'm glad I got to know you.,50.69190379171601
And he is rea good at make budget.,And he is rea good at making the budget out.,He has a lot of money.,7.448506925706061,0.7513157,He has a lot of experience in the field.,He has a lot of experience in the financial field.,47.71257633274257
No i was not going.,No i was not going to.,I was going to watch the game.,34.92722442417339,0.76098895,I was going to take the day off.,I was going to the movies with my mom.,41.73516351497808
I might have go therapy or something fi out.,I might have to go to therapy or something to fi out.,I'm really stressed out.,9.382949656582323,0.7595011,I'm really stressed lately.,I'm really stressed out about it.,68.05569880229801
Areas that and like be able to have the local food.,In areas like that and like not be able to have the local food.,I like to be able to have the local food.,57.452149629774276,0.859043,I like to be able to have the local food and like be able to have the local food.,I like to be able to have the local food and like be able to have the local food and like be ,64.56992558183308
Sammy davis junior used do it just.,Sammy davis junior used to do it just fine.,Sammy davis junior was a jazz musician.,46.24093567817194,0.85314596,Sammy davis junior was a jazz trumpeter.,Sammy davis junior was a jazz piano player.,68.93765389981571
Well you know i think they quarter an ounce.,Well you know i think they weigh about a quarter of an ounce.,Is that right?,5.669240694348481,0.6918887,Is that how much they weigh?,Is that how you measure them?,28.562888146659176
I do know how it be.,I do not know how realistic it was.,I've been there.,5.3184188855339,0.673301,I've been there too.,I've been there before.,68.37631681171074
And you pour it pan and it be done.,And you pour it in the pan and it is done.,You can eat it with a fork.,12.44028334390008,0.781581,You can eat it with a spoon.,You take it out and you eat it.,38.05720707512515
I would be i would have murder him.,I would not be here i would have murdered him.,I am a violent person.,8.0633861619235,0.78623486,I am a violent person and always have been.,I am a violent person and it is my nature.,54.57057738545817
It should be legal for guy do this.,It should not be legal for guys to do this.,It's a lot of fun.,8.965797942025668,0.62738377,It's a lot of fun for him.,It's a lot of fun to watch.,61.95476938518204
And thethey had arts shows everywhere.,And thethey had these art shows everywhere.,And thethey had arts shows everywhere.,75.6236060151272,0.9687605,And thethey had arts shows in the parks.,And thethey had arts shows in the school gym.,66.67241826550729
She come and sit in restaurant.,She came in and sat down in the restaurant.,She order a glass of wine.,12.022158876087605,0.7659334,She order a drink.,She order a glass of orange juice.,46.453708215277025
I had client offices building next grand central.,I had a client in the office building next to grand central.,I went to the office a lot.,22.361172258840288,0.77266353,I went to the building every day.,I went to the office everyday.,52.84515754761039
But you can not go walmart.,But you cannot even go to a walmart.,Walmart is a place where you can go.,31.519662330007154,0.77175266,Walmart is too far.,Walmart is a place.,57.76724796208481
You know you know she is.,You know some you know she is so vulnerable.,a liar,2.684563758389262,0.6747891,a liar.,a liar because she lied to you.,17.61664344288697
Two year after that she have one.,Then two years after that she had another one.,She was happy to have a child.,10.485945076778018,0.78279144,She was happy to have one.,She was very happy.,55.85901436614852
A lot of it has do r.,A lot of it has to do with the with the r.,In't know if it's just a coincidence or if there's something else going on,16.92266498363991,0.75142145,In't know what to do with it.,In't know if it's just a coincidence or if there's something else.,53.383687144093095
You have these organs that you can see.,You have all these internal organs that you cannot see.,Your liver is on the outside of your body.,13.906384369534363,0.8022211,Your liver is one of those organs.,Your liver is one of them.,60.65657963153285
And it is going take while.,And it is going to take a while.,I don't have a lot of patience.,14.13888888888889,0.7727551,I don't know if I'm going to like it.,I don't know if I'm going to finish it.,38.10936618346806
Well i use come out.,Well i used to come out here.,Come out is a verb.,22.560250002108994,0.76758283,"Come out is a verb, not a noun.",Come out is a verb and not a noun.,63.99005122682884
Do do it i need get.,Do not do it yet i need to get some.,I need to get it.,33.79358499227997,0.8312086,I need to get it done.,I need to get a new phone.,55.77222328035827
If i was and have pass and fall walls.,If i was alright and had not passed out and fallen over the wall.,I would pass the wall.,19.10918158908414,0.84751457,I would pass the wall to fall on the floor.,I would pass the wall to fall on the ground.,61.49296839633019
I would like i would want them.,I would like ideally i would want them both.,I would like i would want them.,63.49526602851709,0.89596105,I would like to have them.,I would like i would want them because i would like i would want them.,38.42312536713288
No i do know anything.,No i do not know anything.,I'm just being sarcastic.,8.80753223922606,0.68791634,I'm just not very good at remembering names.,I'm just not very good at remembering.,46.747800506401894
Well we got to we get call jack eaker.,Well we got to we got to call up jack eaker.,jack eaker.,27.839101638009726,0.8566496,jack eaker's on the phone.,jack eaker's on the line.,52.69942174905462
This does not make senses,Maybe maybe this does not make any sense to.,I can't believe that he would do that.,12.01766726586366,0.7096,I can't believe that he would do that if he was in a bad mood.,I can't believe that he would do that if he does not like me.,67.85645394028525
Intelligence personality that you call.,Artificial intelligence personality that you call up.,Intelligence,22.52745813148896,0.75672436,Intelligence Personality,Intelligence personality,62.489660034772434
It is like its parent were hustling it door.,It is like its parents were hustling it out the door.,It is like it were hustling it door.,56.53202447504977,0.88335526,It is so frightened.,It is like it were hustling it out.,43.04126475204272
Just make you get enough air.,Just to make sure you get enough air.,I don't want you to pass out.,11.783343450234824,0.7968426,I don't want you to die.,I don't want you to get hurt.,66.74465621926343
I have got its butter.,Then i have got my butter.,I have got its bread.,29.670912725308916,0.85414606,I have got its butter.,I have got its eggs.,63.5275848331737
You can still hear planes.,You can still hear the planes.,You can still hear planes.,76.87495851897405,0.9904699,You can still hear planes if you live near an airport.,You can still hear planes if you live near a airport.,65.87298539887215
I have not spiked fever or seen any signs.,I have not spiked any fever or seen any signs of.,I think I'm out of the woods.,6.996635117562098,0.6447202,I think I am fine.,I think I'm out of the woods now.,51.90354693386743
Yeah i do think that is.,Yeah i do think that is true.,he is a jerk.,8.212298806642035,0.63021994,he is a great guy.,he is a good guy.,31.52106882758798
Because it set sstage nicely.,Because it sets the sstage very nicely.,I wore a black dress.,7.35003748142702,0.6709764,I wore a black dress with a white blouse.,I wore a white shirt.,42.64599612397086
Yeah he be try to cast spell her.,Yeah he is trying to cast a spell over her.,He be a witch.,5.122155029904108,0.82581234,He be a wizard.,He's a witch.,39.811839197787464
Danny say he might play later.,Danny just said he might play later.,Danny is a good player.,23.004765872018414,0.8355807,Danny is a good tennis player.,Danny is a great baseball player.,51.346162871035126
He be going to be engineers.,He is uh putting himself he is going to be a microwave engineer.,He be going to be engineer.,33.02684413460926,0.8865689,He's going to be a great engineer.,He's going to be engineering school.,56.60451670183865
They lost faith their leaders.,They lost faith in their leaders.,They were angry.,12.907871953999544,0.78372085,They were so upset.,They were so angry.,54.786952171343906
Yeah but we got hour than.,Yeah but we also got up an hour later than usual.,I'm going to get some sleep.,8.420067278706798,0.7069287,I'm going to get some coffee.,I'm going to go.,69.85058025063874
If you do want cds.,If you do not want a cd.,If you do want cds.,43.358215643310935,0.86519766,If you don't want cds.,If you do not want cds.,68.95039115232271
Oh i never even thing this.,Oh i never even thought of that.,I can't believe i'm going to be a father in a few months.,18.152759604989747,0.68383175,I can't believe i'm going to have to do this.,I can't believe i'm going to be a father in a few weeks.,68.60593560149576
Could see ends to it.,Could not see end to it.,It was long and wide.,10.803606068860768,0.8262297,It was a big twig.,"It was long and wide, too.",43.03533951839513
He is judgmental on people it bugs me.,He is like so judgmental on people it bugs me.,He is a jerk.,8.092902591817545,0.82873976,He is a snob.,He is a jerk to everyone.,30.43254031154689
I just do put it.,I just did not put it down.,I just do put it.,37.38766455413124,0.81225604,I just do put it down.,"I just do put it, but I do not put it.",50.7294843624768
Drink because it be still.,Drink because it is still early.,I'll take a sip.,8.324036791066023,0.7660998,I'll take a sip of rum.,I'll take a drink because it be cool.,37.257224780329345
So i will call you and tell you.,So i will call all of you and tell you.,I have a surprise for you.,10.273341390010202,0.76716256,I have a lot to tell you.,I have a surprise for you at work.,44.23956644714171
We have be really summer.,We have to be really safe this summer.,We have a lot of free time.,24.50624345110247,0.6713135,We have a lot of time to do fun things.,We have a lot of time to do things.,60.239992911417126
See i do watch stuffs.,See i do not watch that stuff.,i'm a big tv watcher.,15.486288028062308,0.72662914,i'm a tv watcher.,i'm a big tv fan.,51.98951498926891
I wiped it on my jackets.,No i wiped it off on my jacket.,I hated the way it smelled.,9.243290783487122,0.7174895,I hated the way it felt.,I hated it.,57.59585323244324
If fails appease the monster.,If all else fails appease the monster.,The monster will be frightened and flee.,30.292803935445583,0.82495904,The monster will be tamed.,The monster will be frightened and run away.,63.445960496235465
It does not smell vitamin.,It does not smell like vitamins.,It is a vitamin.,24.419460099569033,0.7698196,It is a pheromone.,It is a scented vitamin.,30.241277064602695
And that fear starts to eat you.,And that fear starts to eat away at you.,"You can't get rid of it, no matter how hard you try.",14.899114503357847,0.7475647,You can't get rid of it.,"You can't get rid of it, but you can try to control it.",53.03399714654837
We would like left if it become.,We would like the left if it becomes available.,We would like to be left alone.,38.897226737018215,0.71422637,We would like to be able to leave.,We would like to be able to have left.,63.78652172631002
And put it the checking.,And put it in the checking.,And take it to the bank.,15.927857323167613,0.88098323,And take it the checking.,And take it to the ATM.,57.09002864258523
I mean it be me.,I mean it is from me.,I mean it be me.,41.14026689146475,0.895838,I mean it be me. I mean it be me.,I'm sorry.,28.784567465705486
This used be set up.,This used to be set up a little differently.,It is now broken down.,6.205676796542434,0.71920156,It is now broken.,It is a very old computer.,32.49532582120077
Call kelly right and ask her.,Call up kelly right now and ask her.,Kelly is a friend of mine.,13.668052748430137,0.8072065,Kelly is a very nice person.,Kelly is a friend of mine who is a doctor.,40.83772702571397
If there be one do look.,If there is like a like this one do not look.,If there be one do look.,32.038715371171044,0.7964737,"If there be one do look, if there be one do look.",If there be one do look. If there be one do look.,64.53232534895292
They would not let us give homework schools tutors.,They would not let us give homework to the high school tutors.,They thought it was a waste of time.,12.995157786418696,0.7328005,They thought it was a bad idea.,They thought it was a waste of their time.,65.69312659611784
Get it no i be joking i wish i be yesterday.,Get it no i am just joking i wish i was at metropolis yesterday.,I wish i be yesterday i wish i be yesterday i wish i be yesterday i wish i,25.673781240836618,0.83241796,I wish i be joking i wish i be joking i wish i be jo,I wish i be yesterday i wish i be yesterday i wish i be yesterday.,59.69329808913956
He still stayed level three.,So he still stayed on level three.,He didn't want to level up.,16.70641294182286,0.7676891,He didn't want to go to a higher level.,He didn't want to go higher.,61.79173286481898
I do know their name.,I do not know their names.,I am just not sure who they are.,17.15789285110394,0.8890394,I am just not sure if it is mine or theirs.,I am just not sure if they are related to me.,48.95617942298812
That is what it was.,Maybe that is what it was.,It was a slap in the face.,16.493064201729002,0.6977416,It was a snore.,It was a slap in the face to me.,52.77161994285963
And it plugs into your receiver.,And then it plugs into your receiver.,It's like a jack that has a wire coming out of it.,13.950383631157296,0.8253377,It's like a little radio.,It's like a jack.,48.8230346437589
Planet it is neat looking.,As in planets it is pretty neat looking.,Planet it is neat looking.,47.42960871819967,0.9539987,Planet it is neat looking because it is a planet.,Planet it is made out of plastic.,44.34433351926931
Mom she kinds of know all stuff.,Maybe mom she kind of knew about all this stuff.,Mom is smart.,7.064868124270829,0.81944495,Mom is a wise person.,Mom is a wise woman.,35.12564111741196
It is like register car.,It is like registering a car.,It is like register car.,72.50441052305041,0.9405724,It is important to register your car.,It is important to register car.,57.900151105350496
Tell me i can get check seal.,Tell me when i can get checked out on seals.,I'm not sure if you can get check seal.,37.00069720536761,0.8118081,I'm sure you can get a check seal at your local bank.,I'm sure you can get a check seal at a local bank.,59.47384821435704
I was sexually aroused by it.,I was always sexually aroused by it.,I couldn't wait to see it again.,10.925717695680266,0.7831188,I couldn't wait to see it.,I couldn't wait to get to the bedroom.,59.67503338787379
I hope they are too.,I hope they are not too big.,I'm going to have a great time.,14.114235675104089,0.66946435,I'm going to have a great time at the party.,I'm going to have a great weekend.,69.64279395012574
Yeah but that is he would give our name.,Yeah but that is all he would give his name for.,I don't think he would do that.,22.587596025862684,0.7035718,I don't think he would.,I don't think he would give us our name.,64.82224712654474
Well i have replace fences.,Well i have replaced fences since then.,I am a handyman.,5.213645040663162,0.7228348,I am a contractor.,I am a handyman at home.,31.88132213605578
Hey who bought green cake.,Hey who bought the green cake.,I bought it.,18.851145685573762,0.7378986,I did.,I bought it myself.,27.53619073176521
Yeah you can put it.,Yeah you can put it so.,I'll put it.,17.741639519272656,0.7869241,I'll put it in the trunk.,I'll put it in the fridge.,49.53887937513045
I do not think of mother do.,I do not think any of the mothers did.,I do not think of mother do.,48.618354951390856,0.8071393,I think of my father do.,I do not think of mother.,65.3903531554158
He be allow have checkbook.,He is not allowed to have the checkbook.,He be a thief.,7.035528432546655,0.7605076,He be a rich man.,He be a rich person.,34.848103116903026
Are there particular trainers working the penguins hm.,Are there any particular trainers working with the penguins uh hm.,I don't think so.,4.21681073713638,0.6695461,I don't think so. The penguins don't have trainers.,I don't think so. The penguins don't have any trainers.,53.03032730793795
I just do you know see this is coming.,I just do not you know see where this is coming from.,I'm not going to let it happen.,11.342490628654119,0.704756,I'm not going to do anything about it.,I'm not going to let it happen to me.,57.8341925073836
Because she be get eyes.,Because she is got like awesome eyes.,She be get eyes.,13.899487423101373,0.8910985,She be be get eyes.,She be get a lot of eyes.,57.23560053907888
It will overheat heat exchangers.,It will overheat the heat exchanger.,It will overheat the engine.,56.72067063116615,0.9119353,It will overheat radiators.,It will overheat the engine and radiator.,60.327905906039604
Be put it couches but then you have.,Be nice to put it behind the couch but then you have.,Be put it couches but then you have.,49.0220232816734,0.8364253,Be put it on the floor.,Be put it couches but then you have a problem.,46.7645304252995
I have get pick pat.,I have got to pick up pat.,Pat is a very large dog.,11.171667497611889,0.75924885,Pat is a very big dog.,Pat is a very large person.,56.73475729948731
It be like sparkling grapes juice cocktail or something you know remember white,This stuff is good . it is like sparkling grape juice cocktail or something you know remember that white.,gummy bears,3.0360891055589416,0.70824075,gummy worms,gummy worms.,51.61727824048096
He is got real long fingernail.,He is got these real long fingernails.,He is a professional manicurist.,16.813686852444008,0.88281405,He is a doctor.,He is a professional manicurist..,51.63744760149923
They have look for an editors.,They have to look for an editor.,They have look for an editors.,77.23368336815099,0.9742521,They have look for an editors in a magazine.,They have look for a job in a newspaper.,58.786977971675334
Well we get sixhundred dollars month.,Well we get sixhundred dollars a month.,I wonder what I'm going to do with it.,11.38240406182162,0.66922003,I need to find a new job.,I wonder what I'm going to do with that money.,36.492765253633266
Yeah there is three lake there.,Yeah there is a three lakes up there.,I'm sure it's a great place to live.,16.434253092294657,0.7256535,I'm sure it's a great place to visit.,I'm sure it's a beautiful place.,61.747279164528415
I think she got burn.,I think she just got burned out.,She must have touched a hot stove.,15.377253137394723,0.7858114,She put her hand in the oven.,She put her hand in the fire.,36.288286979911625
Let me move dish into the sink.,Let me cut some more off let me move these dishes into the sink.,You can wash it later.,5.263941390372504,0.7335384,You can wash it in the sink.,You can wash it in the dishwasher.,53.27624842789738
They say he is these.,They say he is very good at that.,a liar and a cheater,9.843145815142822,0.65762776,a philanthropist,a philanthropist and a poet,32.48228810211087
He always thank me socks.,He always thanked me for the socks.,I like to give them to him.,10.45774076364878,0.7933326,He is very grateful.,I like to give them to my brother.,30.257982344161437
Alright now i am go go shoot it here.,Alright now i am just go going to shoot it to here.,I'm going to shoot the ball.,31.806327417728784,0.8506762,I'm going to shoot the basketball.,I'm going to shoot the ball over the net.,69.72653896644067
Henry even though those has happen.,Marries henry even though all this has happened.,Henry is a good person.,11.08690297559941,0.80931836,Henry is a good guy.,Henry is a person who is resilient.,39.188365637232465
I know we have do one that.,I know we have never done one like that.,I don't want to do one that.,21.43472086911727,0.7369355,I don't want to be the one to ask.,I don't want to be the one that.,67.84653784274255
We go the roads while.,So we go up the road a while . you are welcome.,We go the roads while.,29.348122110404613,0.8367164,We go the roads while.,We go the roads while the sun rises.,69.70196706562822
Let us go over side.,That day when evening came he said to his disciples let us go over to the other side.,I'll go to the bathroom.,9.260433007262774,0.6795905,I'll hold the rope.,I'll hold the door.,36.80774781071077
Do you have a ums use for red peppers.,Do you have a particular um use for the red peppers.,I like to eat them.,7.351080742922697,0.76394844,I like to use them in my salads.,I like to eat them on sandwiches.,38.405928024249086
About it and lots the kid mentioned ana.,About it and a lot of the kids mentioned ana.,Ana was a nice girl.,7.325377562028049,0.8510722,Ana was a name that he liked.,Ana was a name that he remembered.,40.828001416912976
Alright take grips with it.,Alright take an inside sleeve grip with it.,I'm going to tell you the truth right now.,15.291494776219139,0.67300856,I'm going to tell you something.,I'm going to tell you the truth about me.,63.76548197846413
It be like six dollars month.,It is like six dollars a month.,It be a lot of money.,10.941004905557534,0.7265061,It be so cheap.,It be so cheap.,45.74185094423321
