Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2
Well be color you can wear it everything.,Well black is such a good color you can wear it with everything.,Well be color you can wear it everything.,55.21879152367091,0.8932806,Well be color you can wear it everywhere.,Well be color you can wear it anything.
But why is it important a democracies person participate.,But why is it important in a democracy for the people to participate.,It is important a democracies person participate in the democratic process.,46.38925649509487,0.8694364,It is important a democracies person participate because it is the only way to keep the government accountable.,It is important a democracies person participate because it is the only way they can be represented.
I will not question or i.,I will not question or i not.,I will not question or i.,83.53371891855593,0.97325164,I will not question you.,I will not question or i.
We try not.,We try not.,We try not.,100.0,1.0,We try not to.,We try not to try.
Has do bar generation.,Has to do with the bar generation.,Has do bar generation.,54.11578936962774,0.9112845,Has do bar generation.,Has do bar.
I want get these books.,I want to get these books.,I want to read them.,31.845987951015047,0.91688496,I am going to the bookstore.,I am going to the book store.
Well i like this ponies.,Well i really like this pony.,They are so cute.,9.127064077702505,0.71317625,They are cute.,They are very cute.
Because you should pass a clubs so that person.,Because you should always pass a club so that the person.,Then you should pass a clubs so that person.,52.566178991399994,0.8941112,The person should pass a clubs so that person.,Then you should pass a clubs so that person.
So i eat local foods and get ill.,So i eat the local food and get deathly ill.,I don't know what to do.,8.996288286578814,0.67297256,I don't know what to do with myself.,I don't want to eat food that is bad for me.
Put it auto reverse.,Put it on continuous auto reverse.,The car is going backwards.,7.8161420737432525,0.7983283,The car is going backwards!,"The car is going backwards, so put it in park."
You know these is.,You know that is fine.,These is a new car.,9.695387624963479,0.63176596,These is a frog.,These is a fucking joke.
And just see.,And just see.,And just listen.,51.89066040518354,0.8487535,It's so beautiful.,And see.
See if he could help problem.,To see if he could help with the problem.,He walked up to the desk.,9.944475690738384,0.74442303,He walked up to the bar.,He walked up to him.
That that be it was.,That that is physically where it was.,That be it was.,24.214996729133112,0.8405682,That be it was.,That be it was.
It is it is difficult.,It is it is really difficult.,I can't believe how hard it is.,14.803107907092631,0.9003366,It is hard.,I can't believe it is so hard.
Know fells place pretty.,Know fell into place pretty good.,I know fells place pretty.,53.39288187064145,0.7410141,I know fells place.,I know the fells place pretty.
Well i have either got sinus.,Well i have either got a sinus.,I have to go to the doctor.,17.08250512329565,0.7770815,I have to go to the doctor tomorrow.,I have to go to the ER.
I am pass three sthree card.,So i am passing three sthree cards.,I am pass three sthree card.,63.21550557675019,0.9343463,I am pass three sthree card.,I am pass a card.
They use live in valencia california.,They used to live in valencia california.,They are now in san antonio california.,37.5405329350776,0.8239751,They are now in santa monica california.,They are now in san antonio texas.
They have got office nappa.,They have got an office here in nappa.,They have got office nappa.,56.64060739355302,0.9078114,They have got office nappa.,They have got office nappa at work.
I do realize it.,I did not realize it.,I'm not the only one who feels that way.,11.014481731099254,0.71915114,I'm just a little naive.,I'm not the only one who has this problem.
Do i think those thought guys be over there.,No sooner did i think this thought guys were over there.,"No, those thought guys are over there.",47.838418639725006,0.8454184,"No, those thought guys are not over there.","No, those thought guys are over here."
Well it be to do eye.,Well it is easier to do naked eye.,Well it be to do eye.,29.90461780937506,0.74635035,Well it be to do eye.,It be to do eye.
Yeah i bet.,Yeah i bet.,I think I'm going to have a good time.,11.57427231119104,0.74650455,I think I'm going to have a great time.,I think I'm going to have a hard time finding a job.
No they are.,No they are.,No they aren't.,80.94345001231333,0.95758,No they are not.,No they aren't. They aren't.
Only i have not had ice cubes september.,Only i have not had ice cubes here since september.,I have not had ice cubes september.,62.038027589015265,0.94780743,I have not had ice cubes since september.,I have not had ice cubes since july.
You mean ones that i.,You mean the one that i.,I mean the ones that i.,66.00211221541743,0.88358283,I mean ones that i.,can't see?
I would like to go dinner.,I would like to go out to dinner though.,I would like to go to a restaurant.,45.21630399557872,0.9026516,I would like to go to a restaurant with you.,I would like to go to a place that serves sushi.
There he go.,There he goes again.,He's a runner.,9.514039434293382,0.7721009,He's going to eat the cake.,He's going to eat the pizza.
I do remember any them.,I do not remember any of them.,I was so excited to see them.,17.465808920983473,0.6642773,I was so excited.,I was so excited to see the pictures.
And then like.,And then like.,And then like.,100.0,1.0000002,And then.,I'm going to take a shower.
And ceiling fall down already.,And also the ceiling fell down already.,The ceiling is falling down.,32.74252333061672,0.8816948,The ceiling is so thin.,The ceiling is falling down on us.
He he sort get hook that.,He he sort of got hooked on that.,He he sort get hook that.,46.93363249966729,0.80733424,He he he sort get hook that.,He he sort get hook that.
And since they ship out torrance.,And since they ship out of torrance.,"Torrance is a seaport, it's easy for them to get to.",26.736168579916754,0.85611343,"Torrance is a seaport, it's easy for them to get there.","Torrance is a seaport, it's easy to get there."
See fears involve the misuses her imagination.,See fear really involves the misuse of our imagination.,See fears involve the misuses her imagination.,60.895149478369184,0.8991696,See fears involve the uses her imagination.,See fears involve the misuses of her imagination.
They live three block.,They live three blocks away.,They are close to the park.,20.226412580077916,0.79813313,They are too far from their friends.,They are too far from their friends house.
They do have autopsy do her.,They did have an autopsy done on her.,They do have autopsy do her.,49.00628956791881,0.96153057,They do have autopsy do her.,They do have autopsy do her.
I mean i do know where she goes meetings.,I mean i do not know where she goes to meetings.,I mean i do know where she goes meetings.,73.35730774698604,0.8848057,"I mean, i do know where she goes meetings.",I mean i do know where she goes.
And this is what separates salt.,And that is what separates the salt out.,This is what separates salt.,50.50160210552268,0.95566356,This is what separates salt from water.,This is what separates salt from the water.
But he does seem i do not know.,But he does not seem so i do not know.,But he does seem i do not know.,64.36876767728104,0.93479764,But he does seem i do not know.,But he does seem i do not know if.
I think he is board.,I think he is off the board.,He hasn't moved in a week.,9.975594568536076,0.7127328,He hasn't moved in a month.,He hasn't moved in a while.
I have spades whatsoever.,I have no spades whatsoever.,I have a lot of spades.,31.992872484366806,0.8063897,I have a lot of spades at my house.,I have a lot of spades at my disposal.
We will have to buy those whiles.,We will not have to buy that for a while.,They are too expensive.,10.817917578201227,0.6955799,They are expensive.,We cannot afford to wait.
You need to get yourself clip art book and scanners.,You just need to get yourself a clip art book and a scanner.,You need to get yourself clip art book and scanners.,71.06582208066405,0.9636836,You need to get yourself clip art book and scanners to make your own clip art.,You need to get yourself clip art book and scanner.
Well you apparently know do it.,Well you apparently knew how to do it.,I'm just asking you to do it.,22.142134631679653,0.72818923,I'm just asking you to prove it.,I'm not sure.
I know the one the right.,I know the one in the lower right.,I'm going to be the one who gives the right answer.,33.201539488957884,0.73629785,I'm going to go with him.,I'm going to be the one who catches the ball.
Their games start seven.,Their games usually start at seven.,They lost three of those games.,19.957616463728563,0.7087568,They lost all seven.,They lost three of them.
And one picked it.,And no one ever picked it up.,The other threw it away.,7.51002181965799,0.72352916,The other threw it.,The other threw it back.
My sister make a loaves bread got have piece.,My sister made a loaf of bread got to have a piece.,My sister make a loaves bread got have piece.,55.08458536837077,0.9572081,My sister is a baker.,My sister make a loaves bread and got have piece.
You can do it.,You can do it with.,You've done it before.,15.206179009127013,0.80336165,You're strong enough to do it.,You're strong enough.
And doors are open house come two dogs.,And all the doors are open into the house come these two dogs.,And the dogs are in the house and eat a lot of food.,32.843136601058376,0.8133838,And the dogs are in a dog park.,And the dogs are in the house and eat a hamburger.
Hey look i have no problems.,Hey look i have no problem at all.,I don't have a problem.,29.325875585471227,0.90760446,I don't have a problem with you.,I don't have to do anything.
The secretaries serf almost no function.,Really the secretary serves almost no function.,The secretaries were a waste of time.,29.416050332260017,0.8354555,The secretaries were a waste of money.,The secretaries were a waste of their time.
This looks enough salad.,That looks like enough salad.,It's enough for me.,19.932277963803617,0.76986516,It's enough for two people.,It's too much for me.
I can finish up hanemakikomis.,I can finish up with a hanemakikomi.,Hanemakikomis isn't a word.,36.683883304881206,0.66677654,Hanemakikomis is the name of the game.,Hanemakikomis isn't hard.
She regurgitates it.,She regurgitates it.,She spits it out.,20.05394102804841,0.91777825,She spits it back up.,She spits it up.
Is ted do.,How is ted doing.,ted is a do.,17.329010542142942,0.87612593,ted is a dot.,ted is a do..
I would go one.,I would probably go like one here.,I'm a huge fan of ice cream.,8.730580403019305,0.71601415,I'm a huge fan of ice cream!,"I'm a huge fan of ice cream, I like ice cream."
Could person be making say danny right now.,You know how much could that person be making less than say danny right now.,"No, he is not making a danny right now.",30.662266749600214,0.7258369,"No, he's not making a danny right now.","No, he is not making a danny."
They have tv loud linda.,They have that tv really loud linda.,They have tv loud linda.,55.46654277592743,0.9796564,They have tv loud linda.,They have tv loud.
T other l perrizo this world.,T the other l perrizo in this world.,T other l perrizo this world.,70.60066019594228,0.9539622,T other l perrizo this world.,T otro l perrizo this world.
Well i do know that.,Well i do not know these.,I am a teacher.,5.486953797071726,0.65311146,I am a person who likes to know things.,I am a person who likes to know everything.
That you did send me flowers and uh.,You know that you did send me flowers and uh.,That you did send me flowers and uh.,79.38277433905695,0.9601526,That you did send me flowers and oh.,That you did send me flowers.
He get real.,He gets sick real easily.,He got a lot of work to do.,10.623320329867303,0.7418028,He got a lot of real friends.,He got a lot of money.
To kid and i put.,To the kids and i put excellent.,To kid and i put.,29.04686168285967,0.8354822,To kid and i put.,To kid and i put.
You scare bejesus of him.,You scared the bejesus out of him.,He's going to be dead before you know it.,13.321030794254682,0.7108283,He's going to have to go to the hospital.,He's going to be upset.
Take your time.,Take your time.,You have a lot of work ahead of you.,13.83197186896528,0.7915232,You have a lot of work to do.,You have a lot of things to do today.
I be going say.,I was going to say.,I be going to the store.,35.882727343963225,0.7280521,I be going to the store.,I be going to the gym.
What does stuff smell like.,What does this stuff smell like.,It smells like rotten eggs.,21.793559595174564,0.77674204,It smells like rotting meat.,It smells like rotting garbage.
It would eat things.,It would eat only live things.,It was a carnivore.,10.941004905557534,0.843323,It was a carnivorous animal.,It was a carnivorous creature.
Try have see it play.,Try to have to see how it plays out.,Try have see it play.,29.907711702680018,0.8569973,Try have seen it play.,Try have see it play.
Turn the tv and help us roll tamales.,Turn off the tv and help us roll some tamales.,We are going to make tamales.,25.008831546566736,0.87660265,We are making tamales.,We are making tamales for a party.
So my fingers will get.,So my fingers will not get so.,I'm going to cut my finger.,31.226445364237488,0.7882478,I'm going to put them in the freezer.,I'm going to cut them.
It be granary it hold fourthousand pounds grain.,It is a granary it holds about fourthousand pounds of grain.,It be granary it hold fourthousand pounds grain.,65.61290190097809,0.9846462,It be granary it hold fourthousand pounds of grain.,It be granary it hold fourthousand pounds grain.
Okay okay i will just call ten or fifteen.,Okay okay so i will just call back in about ten or fifteen.,I will just call ten or fifteen.,49.362781208801586,0.9305216,I will call ten or fifteen.,I will just call ten.
But these are a little bits derive.,But these are a little bit more scientifically derived.,But these are a little bits derive.,54.3062292999442,0.7962091,But these are a little bits derive.,But these are a little bits deriv.
Because i think they be just our waist.,Because i always thought they were just below your waist.,Because i think they be just our waist.,39.53054280369221,0.850819,I think they be just our waist.,Because i think they be just our waist.
Oh they got ac up here.,Oh they got ac up here too.,They must have a nice room.,15.999762281167811,0.7275464,They must be hot.,They must have a nice summer.
It be happen.,It is happened.,It be happen.,39.42140259568559,0.9276417,It be happen.,It be a dream.
Oh i think they be this.,Oh i think they are good like that.,I think they be this.,33.46120890716254,0.8240967,I think they're this.,I think they be a frog.
I do not need it divin.,I do not really need it the divin.,I do not need it.,31.915397770703652,0.9283351,I do not need it.,I do not want it.
They design cards.,Where they design the cards.,They like to make cards.,28.549888151980195,0.86921287,They like to make cards for people.,They like to make cards for friends.
The thing is technology that come it gets used.,The thing is any technology that comes up it gets used.,The thing is technology that come it gets used.,75.88795493915113,0.9317568,The thing is technology that come it gets used.,The thing is technology that come it gets used.
People just get stubborn.,Some people just get stubborn.,They refuse to listen to the advice they have been given.,12.2170049011794,0.82271767,They refuse to listen to the advice that is given to them.,They refuse to listen to the advice of others.
The lease be terminated my behavior.,The lease was terminated because of their behavior.,I broke the lease.,15.93853661880194,0.8386799,I broke the lease agreement.,The landlord is a tenant.
I do know i would wear it.,So i do not know when i would wear it.,I am a fashionista.,6.362936783902411,0.7499018,I am a fashion lover.,I am a girl.
No thank god.,No thank god.,I don't think I'm going to get sick.,13.952802004529467,0.6918562,I don't think I'm going to be in a lot of pain.,I don't think I'm going to be in a lot of trouble.
I want see,I want to see every.,a movie at the theatre but I don't want to pay a lot of money.,24.48255389806486,0.70340395,a movie at the theatre but I don't want to pay a lot of money for it.,a movie at the theatre but I don't want to pay a lot of money to see it.
If you throw.,If you throw.,You can get the ball.,9.807295251204403,0.8091513,You can make a goal.,You can make a shot.
He was like really and leave.,He was like really bored and left.,He was a big man and it was hard for him to fit in.,18.279996879434908,0.70989597,He was a big man.,He was a big man and it was hard for him to fit into the crowd.
They get pretty truck hunh.,Was it hard sitting in the back of their truck they got to pretty small truck hunh.,They get pretty truck hunh.,23.07079644163344,0.7485205,They get pretty truck hunh.,They get pretty truck hunh.
Their daughter admitted it to me.,His daughter actually admitted it to me.,Their daughter was the one who had stolen the ring.,23.911467907683516,0.7673837,Their daughter was the one who had stolen their car.,Their daughter was the one who had stolen the bag.
And you see it.,And actually when you see it.,You see it.,29.186865300280733,0.9040356,You see it now.,You see it now. I want you to see it.
Well let us take break.,Well let us take a break.,We have a lot of work to do.,10.812020206037946,0.7264749,We have a lot of work to do today.,We have a long day ahead of us.
Will kick eggs.,Will kick out an egg.,He is very clumsy.,6.024096385542169,0.71433306,Will not be able to eat eggs.,He is very clumsy and likes to kick things.
I use do but.,I used to do this but.,I don't do that anymore.,16.707295038122925,0.86257637,I don't do but.,I don't do that anymore because I'm lazy.
And the whole time here he would look.,And then the whole time under here he would just look.,He was a very curious person.,7.970148467937244,0.8002239,He was a man of few words.,He was a nerd.
I feel ladies.,I feel like such an old lady.,I've gotten a lot of compliments on my outfit.,10.923117894771883,0.66002536,I've gotten a lot of compliments on my outfit today.,I've gotten a lot of compliments on my new outfit.
Just looked and then look and walked.,N just kind of looked and then looked and then walked.,I walked down the street.,16.550800746996295,0.7794031,I walked away.,I walked down the hall.
Sent home amoxi.,Sent home with amoxi.,The doctor said he was going to put him on antibiotics.,13.660615175278407,0.7496619,The doctor said he was going to put him on antibiotics to fight the infection.,The doctor said he was going to call for an ambulance.
One days what do we bring.,That one day what did we bring out.,We bring a bag full of sand.,18.952772116740373,0.72367334,We bring a bag of ice cream.,We bring a bag with us.
I would have move this too.,I actually would have to move for that too.,I would have done the same thing.,26.313915723921365,0.7095249,I would have thrown it away.,I would have thrown it away too.
Now if you have.,Now if you have all.,Now if you have.,74.26348668366175,0.8617654,Now if you have.,Now if you have not.
I want it show score.,I want it to show the score.,I want to see the scoreboard.,47.55902638385177,0.90816474,I want to see the score.,I want to know the score.
Do you open it.,How did you open it.,Do you open it.,59.41005526472223,0.8620844,Do you open it?,Do you open it up.
He like take them world.,He like took them around the world.,He was so proud of them.,16.44146658873537,0.7826651,He was so proud of them.,He was so proud of his accomplishment.
Get going wrap.,Get going wrap around.,You're going to be late.,21.05655449984769,0.7119528,You're going to be late for the party.,You're going to be late for work.
And things and give to these poors.,And all of these things and give to these poor.,"And I will take all these riches, and I will give them to these poors.",43.7859156982831,0.84892035,"And I will take all these riches, and I will give them to the poors.","And I will take all these riches, and I will give them to the poor."
You really suck.,You really suck.,You're so mean to me.,15.35736392399443,0.8349524,You're not a good person.,You're not a very nice person.
Wonder i put it.,Wonder where i put it.,Wonder i put it.,53.1294114501584,0.9033476,Wonder where i put it.,Wonder i put it on the shelf.
And he would fall asleep me.,And he would fall asleep with me.,He would fall asleep on the couch.,59.38609232268014,0.8572422,He would fall asleep on the sofa.,He would fall asleep on the floor.
So she come.,So she comes up here.,She wanted to eat at the restaurant.,17.584770770003747,0.7468786,She wanted to go to the concert.,She wanted to go to the park.
Because they do really want buy anything they just want look.,Because they did not really want to buy anything they just wanted to look.,They are looking at a lot of clothes in a store.,16.704845336976266,0.77102387,They are looking at a lot of clothes.,They are looking at a lot of clothes at the mall.
They certainly youse her lot.,They certainly youse her a lot.,They certainly youse her lot.,86.01922771165032,0.89675117,They certainly youse her lot.,They certainly youse her a lot.
Let us see it was i guess forty seventy.,Let us see uh it was i guess forty maybe forty fortyfive seventy.,It was i guess forty seventy.,40.04177509637187,0.96739423,It was i guess forty seventy degrees.,It was i guess forty seven.
I mean he was pretty wild guy be he.,I mean he was a pretty wild guy was not he.,He had a lot of friends.,8.297077261587047,0.77060056,He had a lot of friends and a lot of fun.,He had a lot of fun.
That be the set shoes i ever saw my life.,That was the yougliest set of shoes i ever saw in my life.,That be the set shoes i ever saw my life.,46.39975598097345,0.85033286,That be the set shoes i ever saw my life.,That be the set of shoes i ever saw my life.
Look sneaker mom.,Look at sneaker mom.,Sneaker mom.,55.69634901021492,0.9668653,She is wearing a pair of sneakers.,She is wearing a pair of sneakers with a hat.
Find something else pick it up.,Find something else to pick it up with.,Find something else pick it up.,70.74065542854814,0.9362156,Find something else pick it up. Find something else pick it up.,"Find something else pick it up. Find something else, pick it up."
But i do want be the one.,But i do not want to be the only one.,I want to be the one that makes a difference.,44.213367112595385,0.8204579,I want to be the one that makes a difference in the world.,I want to be the one that makes a difference in the lives of others.
Good students they be.,What good students they are.,They pass the class with flying colors.,16.502291864267,0.83188075,They pass the class with flying colours.,They pass their classes.
He thought they be cook.,He thought they were cook already.,He had never heard of them before.,15.235201149493255,0.74077344,He had never tasted a hotdog that wasn't greasy.,He had never tasted a hotdog that wasn't fried.
What do i have do please him.,What do i have to do to please him.,I have to do what he wants me to do.,33.94169585111613,0.8255347,I have to do what he asks me to do.,I have to do what he wants.
You seem and.,Now you both seem very truthful and honest.,You're a good friend.,7.748889721912127,0.7600443,I'm sure you are.,You're a very good friend.
Connect distributor that do deal with them.,Connected with a distributor that does deal with them.,Connect distributor that do deal with them.,70.35874595487238,0.9362048,Connect distributor that do deal with them.,Connect dealer that do deal with them.
And i guess he really go.,And i guess he really goes fast.,I guess he really go.,58.041044254379294,0.84479636,I guess he really went.,I guess he really go to the store.
Turn it pours the water through.,Turn it on pour the water through.,The water pours from the faucet to the sink.,32.362201959873794,0.81575406,The water pours from the faucet.,The hose is now empty.
He have be voted one top ten racehorse the century.,He has also been voted one of the top ten racehorses of the century.,He was a top ten racehorse of the century.,52.161749142436165,0.9693538,He was a very good racehorse.,He was a top ten racehorse.
Because it be get point.,Because it is gets the point across.,I like to play chess.,10.480996415362338,0.66118205,I like to play the guitar.,I like to play a game.
I have do there.,My observation i have to do there.,I have a lot of work to do.,17.588847622484423,0.7735892,I have a lot of work to do there.,I have a lot of work.
And friendships would be made these dancer intermingling.,And friendships would be made with all these dancers intermingling.,The dancers would dance together.,23.035497171990063,0.9070573,The dancers would dance in the ballroom.,The dancers would dance in the street.
Faiths was give me.,This faith was given me.,Faiths was a gift from God.,19.45086816900338,0.8540869,Faiths was a gift.,Faiths was a gift from her mother.
Look much be do.,Look how much is done now.,Look much be do.,22.516856978408647,0.78530204,Look much be eat.,Look much be do.
That have finish.,That has not finished.,That have to finish.,45.26725549278874,0.8735279,That have start.,That have to do.
I want get seven.,So i want to get under the seven.,I want to go to the beach.,26.54405732130562,0.7798362,I want to go to the park.,I want to get seven.
You can tell.,You can tell.,I'm the only one who hasn't seen it yet.,7.675438596491229,0.64399165,I'm the only one who hasn't seen it.,I'm the only one who hasn't gotten a tattoo.
He had slider put di.,He had sliders put on the di.,He was a jerk.,7.364430441353519,0.72436506,He was a jerk to the woman.,He was a jerk to the other children.
But like i be homesick at.,But like i am not homesick at all.,I miss my family.,6.176815979442987,0.69131964,I miss my family so much.,I miss my family a lot.
I am take responsibility.,I am not taking any responsibility.,I am a responsible person.,31.313525745190553,0.7921416,I am a good parent.,I am a responsible individual.
I call laura todays.,So i called laura today.,Laura is a good friend of mine.,15.53774777160348,0.8299272,Laura is a good friend.,Laura is a good friend to me.
You should wear them your birthday party.,You should wear them over here for your birthday party.,You will look good in them.,10.257749844768245,0.8332774,You will look cute in a pair of sparkly leggings.,You will look cute in a pair of shorts.
And i consider myself real free thinker it comes to stuff.,And i consider myself a real free thinker when it comes to that stuff.,I don't care about rules.,8.792542649951068,0.745465,I don't care about the rules.,I don't care about the rules and regulations.
There be going be some loss.,There is going to be some loss.,There be going be some loss.,59.64473762614395,0.99442154,There be going be some loss.,There be going to be some loss.
And get it set up.,And to get it set up then.,I'm going to try to get the sexiest dress I can find.,22.666388996838148,0.69114506,I'm going to try it.,I'm going to try to get some pictures.
And i have the impulse take.,And i had the impulse to take some.,I am the impulse taker.,43.43232696040267,0.8591977,I am a impulsive person.,I am the impulse take.
I think you give him herbs some kind.,I think you gave him some herb of some kind.,He'll be fine.,4.952980564956,0.7440157,He'll be happy.,He's sick.
But we will use this base.,But we will use this as a base.,We can't change it.,6.696428571428571,0.71939087,We can't use that base.,We can't use that base anymore.
I mean he comes over.,I mean he comes over there immediately afterwards.,He's coming over.,9.535218486241472,0.82172143,He's here.,He's coming.
He orders us.,He orders us.,He is a dictator.,13.202323068611562,0.7947986,He is a dictator.,He is a dictator.
People have information they need.,People have the information they need.,People have access to the information they need.,86.90876876726752,0.9676047,People have access to the information they want.,People are able to use the information.
Nineteen seventynine john head to your new trainer ronald mcanally.,So in late nineteen seventynine john headed west to his new trainer ronald mcanally.,ronald mcanally is a good trainer.,28.619901839496293,0.85983837,ronald mcanally is a great coach.,ronald mcanally is a very good trainer.
And it would start to do this dance.,And it would start to do this whole little dance.,It was a little frightened of me.,18.329089440481162,0.75834537,It was a little frightened.,It was a little shaky.
You would have take this.,So you would have taken that.,I would have to take this.,46.501918333055606,0.85070705,You would have to take it.,You would have to take a shower.
Curt fixed it.,Curt fixed it.,Curt is a carpenter.,19.123424757593877,0.84686637,Curt was very proud of himself.,Curt is a carpenter by trade.
You are you be bound lose something.,So you are you are bound to lose something.,You are you be bound lose something.,64.38609754742825,0.97831786,You are you be bound lose something.,You are you be bound to lose something.
That he could spell it purpose.,So that he could spell it wrong on purpose.,That he could spell it purpose.,64.73036531155742,0.83603144,That he could spell it.,That he could spell it purpose is beyond me.
Minute i looked it.,The minute i looked at it.,I was able to find the picture i was looking for.,19.35800837084804,0.75062346,I was able to find the picture that I was looking for.,I was able to find the picture that I wanted.
That be loans i have.,That is the only loan i have.,That be loans i have.,35.08096458650066,0.88687456,That be loans i have.,That be loans I have.
I look a messes.,I look like a mess too.,I need to get a new haircut.,8.028544962046878,0.78565156,I need to get a haircut.,I need to get a new hairstyle.
Sherry it did not taste clammy.,Surprisingly enough sherry it did not taste real clammy.,Sherry was the only one who tasted it.,19.44832355169692,0.81969416,Sherry was the only one who tasted the wine.,Sherry was the only one who tasted the beer.
They used have butterballs.,They used to have this little butterball.,Butterballs are now a thing of the past.,28.283799398622673,0.82148814,Butterballs are a great snack.,"Butterballs are now a thing of the past, though."
I mean neru.,I mean neru.,"I'm sorry, I didn't mean neru.",62.50674787082483,0.8708905,"I'm sorry, neru.",I'm sorry.
Absolute value that you bring negative four side.,Absolute value of that you brought negative four over to the other side.,Absolute value that you bring negative four side.,55.313533085130715,0.96064764,Absolute value that you bring negative four side.,Absolute value that you bring negative four side.
I would go than that.,I would go further than that.,I would rather spend my money on a good meal.,26.510886746864593,0.7064569,I would rather spend my money on a nice meal.,I would rather spend my money on a nice car.
Well he should just go gas station.,Well he should just go to a gas station.,He needs to get some gas.,11.380983304039802,0.8673995,He needs gas.,He needs to get some fuel.
You know you must be fag.,You know you must be a fag.,You are a bigot.,13.12602266023262,0.8082905,You're a racist.,You are a bigot!
You took that one.,So you took that one.,I just left it at the door.,12.339543463797662,0.739588,I just got the one you left.,I just left it.
Make their pictures.,To make their pictures.,They will be happy.,7.86021505376344,0.73371595,They will love them.,They will be proud.
Because you will get a family,Because you will get in a big family.,You will get a family and not just a roommate.,38.28570968829049,0.8970206,You will get a family and not just a room.,You will get a family and not just a sexy couple.
Guy who got his.,The same guy who got his.,Guy who got his.,58.56513505172156,0.94263744,Guy who got his.,Guy who got his. They have a relationship.
You know they tore it and i do remember.,You know they tore it down and i do not remember.,You know they tore it and i do remember.,69.25450474556868,0.84031785,You know they tore it and i do remember.,You know they tore it and I do remember.
Oh that includes teaspoons.,Oh that includes all the teaspoons though.,I forgot about that.,10.540980307016733,0.6697961,I forgot about those.,I forgot to add that.
Make of blocks.,Made out of blocks.,They are a toy.,6.656229803140666,0.7627223,They are a beautiful statue.,They are a toy train.
I would have.,I would have never.,I would have stayed up all night.,49.92231827454881,0.74609303,I would have stayed up all night to watch the game.,I would have stayed up all night to watch it.
When we brought things.,When we brought up the thing.,We made sure they didn't get lost.,13.643517475669768,0.72777927,We made sure they didn't get wet.,We made sure they didn't get broken.
Or they did.,Or they did.,They were able to smuggle drugs into the country.,13.882144024098613,0.74288446,They were able to smuggle drugs into the house.,They were able to smuggle drugs into the country and avoid the law.
No i do know make it.,No i do not know how to make it.,No i do not know make it.,67.37259853625407,0.9519743,No i do not know make it.,No i do not know how to make it.
Because we come stadi.,Because when we came by the stadi.,We come stadi.,23.143315781462732,0.89080834,We come stadi. Because we come stadi.,"We come stadi, we come stadi."
See those be original things.,See this was the original thing.,I like original things.,51.464897599595524,0.7987685,I like original things.,I like them.
Well see we have do it that.,Well see we have never done it like that.,We have to do it that.,22.71402858332173,0.7276749,We have to do it that.,We have to do that.
I have have weeks.,I have had a few this week.,I have a lot to do.,17.157567154942416,0.7346174,I haven't done any of my chores.,I haven't done any of my homework.
So we see god preserved moses.,So we see how god preserved moses.,God is able to preserve us.,27.894992882779825,0.83491445,God is able to preserve people.,God is able to preserve the ark.
I just had a pieces toast.,I just had a piece of toast.,I ate a piece of toast.,63.53467468466933,0.9618078,I ate a piece of toast for breakfast.,I am full.
They are take risk of having their horses get lame but,They are taking the risk of having their horse get lame but it really never happens because we have our instructor right there telling us this is what you do.,they don't care because they want to win the race.,12.379900809123209,0.71326303,they don't care because they want to win.,they don't care because they want to win a race.
We came houston.,When we came from houston.,We went to houston.,35.93377139656927,0.91952014,We went to houston texas.,We went to houston to see a movie.
Yeah because i have get woodcut.,Yeah because i have got some of these woodcuts.,I have to get woodcut.,21.50485631893461,0.8129614,I have to get a tattoo.,I have to cut the wood.
But i do miss lot thing about a city.,But i do miss a lot of things about a city.,I miss a lot of things about a city.,82.99516063422462,0.9838997,I miss a lot of things about a city.,I miss a lot of things about the city.
If i do sell i do make monies i get.,If i do not sell i do not make money i got uh.,I do sell i do make monies i get.,35.46729649253996,0.88638055,I do sell i do make monies i do get.,I do sell monies i get.
The shops so they can work pharmacy.,Into the garden shop so they can work on the pharmacy.,They are a pharmacy so they can work.,44.29234986973888,0.8569999,They are a pharmacy so they can work in the shops.,They are a pharmacy so they can work in the shop.
Do not fill your bag dear.,Do not fill your bag up dear.,You will be too full.,13.184600936350938,0.7494452,You will not like it.,You will be too full to walk.
Made most move my lives.,Made the most brilliant move of my life.,I had a lot of freedom in my life.,24.69987786525383,0.7714308,I had a lot of moves.,I had a lot of freedom to move around.
We had youm.,We had youm.,We had youm.,100.0,1.0000001,We had youm. We had youm.,"We had youm, and we had youm."
If he said there be withholding and everything.,If whatever he just said right there was true with withholding and everything.,He didn't have a clue what he was talking about.,17.5712554527845,0.70683086,He didn't have a clue what he was doing.,He didn't have a clue what he meant.
Did i get.,Why did i get.,Did i get.,54.86265931459102,0.8965622,Did i get a ticket.,Did i get a job.
And i see guys nierman.,And i saw this guy nierman.,I see guys nierman.,36.01886562880458,0.88575673,I see guys nerman.,I see guys nierman.
I got take my sock.,I got to take my sock off.,I can't find it.,6.272401433691756,0.6785937,I can't find it in the drawer.,I can't find it in my drawer.
Yeah so you can go and psee california and drink wines.,Yeah so you can go up there and psee old california and drink wine.,Then you can go and psee california and drink wines.,61.164682978945514,0.9376201,Then you can go and psee california and drink wine.,Then you can go to california and drink wines.
They go this stupid fire science major,They go through this stupid fire science major out at.,They go this stupid fire science major.,71.29728695958345,0.9761228,They go this stupid fire science major.,They go this stupid fire science major.
