Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2
We will have to buy those whiles.,We will not have to buy that for a while.,Complete this sentence: We will have to buy those whiles.,46.97355736658877,0.8388506,Complete this sentence: We will have to buy those whiles.,Complete this sentence: We have to buy those whiles.
You need to get yourself clip art book and scanners.,You just need to get yourself a clip art book and a scanner.,Complete the sentence: You need to get clip art book and scanners.,52.7425277727966,0.91425455,Complete the sentence: You need to get a clip art book and scanners.,Complete the sentence: I need to get clip art book and scanners.
Well you apparently know do it.,Well you apparently knew how to do it.,unacceptable,5.514705882352942,0.62826025,unacceptable,unacceptable
I know the one the right.,I know the one in the lower right.,Complete this sentence: I know the one the right.,50.73586692295412,0.85908604,Complete this sentence: I know the one the one the right.,Complete this sentence: I know the right one.
Their games start seven.,Their games usually start at seven.,Complete the sentence: Their games start seven.,49.02405609159675,0.91911715,Complete the sentence: Their games start seven.,Complete the sentence: Their games start nine.
And one picked it.,And no one ever picked it up.,Complete the sentence: And one picked it.,35.62724279200744,0.66694236,Complete the sentence: And one picked it.,Complete the sentence: And one picked it.
My sister make a loaves bread got have piece.,My sister made a loaf of bread got to have a piece.,Complete this sentence: My sister make a loaves bread got have piece.,50.29696057606178,0.93660146,Complete this sentence: My sister make a loaves bread got a piece.,Complete this sentence: My sister make a loaves of bread got have piece.
You can do it.,You can do it with.,acceptable,3.571428571428571,0.71425086,acceptable,True
And doors are open house come two dogs.,And all the doors are open into the house come these two dogs.,Complete the sentence: And doors are open house come two dogs.,59.263591297035475,0.9076966,Complete the sentence: And doors are open house come two dogs.,Complete the sentence: And door are open house come two dogs.
Hey look i have no problems.,Hey look i have no problem at all.,Complete this sentence: Hey look i have no problems.,67.83780386825798,0.92999226,Complete this sentence: Hey i have no problems.,"Complete this sentence: Hey look, i have no problems."
The secretaries serf almost no function.,Really the secretary serves almost no function.,acceptable,4.3246670523541555,0.624485,acceptable,acceptable
This looks enough salad.,That looks like enough salad.,Close this sentence: This looks enough salad.,51.579447949222335,0.9471388,The following sentence: This looks enough salad.,Close this sentence: This looks like enough salad.
I can finish up hanemakikomis.,I can finish up with a hanemakikomi.,acceptable,3.846153846153846,0.6920963,acceptable,unacceptable
She regurgitates it.,She regurgitates it.,Completion this sentence: She regurgitates it. Complete this sentence: She regurgitates it.,55.495501944500646,0.9559578,Completion this sentence: She regurgitates it.,Comple this sentence: She regurgitates it.
Is ted do.,How is ted doing.,2. Complete this sentence: Is ted do.,27.34702349450663,0.8749027,2. complete this sentence: is ted do.,2. Complete this sentence: Is ted do.?
I would go one.,I would probably go like one here.,acceptable,6.2681045562041975,0.7176429,acceptable,unacceptable
Could person be making say danny right now.,You know how much could that person be making less than say danny right now.,unacceptable,4.173017291217743,0.7057123,unacceptable,unacceptable
They have tv loud linda.,They have that tv really loud linda.,Complete this sentence: They have tv loud linda.,51.358499530196646,0.9479568,Complete this sentence: they have tv loud linda.,Complete this sentence: They have tv loud linda..
T other l perrizo this world.,T the other l perrizo in this world.,T other l perrizo this world.,70.60066019594228,0.9539622,T other l perrizo this world.,T other l perrizo this world. Complete the sentence
Well i do know that.,Well i do not know these.,complete this sentence: well i do know that.,38.11243470773969,0.7155584,complete this sentence: well i do know that. complete this sentence: well i do know that.,complete this sentence: well i do know that. complete this sentence: well i do know that. complete this sentence
That you did send me flowers and uh.,You know that you did send me flowers and uh.,Complete the sentence: That you did send me flowers and uh.,72.3126130503053,0.9208164,Complete the following sentence: That you did send me flowers and uh.,Complete the sentence: That you did not send me flowers and uh.
He get real.,He gets sick real easily.,Complete the sentence: He get real.,23.77000560509045,0.7319187,Complete the sentence: He get real.,Complete the sentence: He got real.
To kid and i put.,To the kids and i put excellent.,Complete this sentence: To kid and i put.,35.38017460920056,0.81252927,Complete this sentence: To kid and i put.,Complete this sentence: To kid and i put.
You scare bejesus of him.,You scared the bejesus out of him.,True,3.232758620689655,0.6653262,True,True
Take your time.,Take your time.,Accept your time.,59.84911073147492,0.87607753,acceptable,acceptable
I be going say.,I was going to say.,............ ,1.1574074074074074,0.702114,............,...........
What does stuff smell like.,What does this stuff smell like.,What does stuff smell like.,78.9068137019521,0.9551139,what does stuff smell like.,what does stuff smell like.
It would eat things.,It would eat only live things.,Complete the sentence: It would eat things.,51.19999910071764,0.87075126,Complete the sentence: It would eat things.,Complete the sentence: It would eat things.
Try have see it play.,Try to have to see how it plays out.,Complete the sentence: Try have see it play.,29.635343751038224,0.81719565,Complete the sentence: Try have see it play.,Complete the following sentence: Try have see it play.
Turn the tv and help us roll tamales.,Turn off the tv and help us roll some tamales.,sentence: complete this sentence:......... ,10.310768259517276,0.6836512,sentence: complete this sentence: complete this sentence: Complete this sentence: complete this sentence: complete this sentence: complete this sentence,sentence: complete this sentence: complete this sentence: Complete this sentence: complete this sentence: complete this sentence:
So my fingers will get.,So my fingers will not get so.,Complete the sentence: So my fingers will get.,57.68063831396045,0.8458073,Complete this sentence: So my fingers will get.,Complete the sentence: My fingers will get.
It be granary it hold fourthousand pounds grain.,It is a granary it holds about fourthousand pounds of grain.,Complete the sentence: It be granary it hold fourthousand pounds grain.,61.313133382182826,0.9518604,Complete the sentence: It be granary it hold fourthousand pounds grain.,Complete the sentence: It be granary it hold fourth-thousand pounds grain.
Okay okay i will just call ten or fifteen.,Okay okay so i will just call back in about ten or fifteen.,acceptable,4.651670496216869,0.71000063,acceptable,acceptable
But these are a little bits derive.,But these are a little bit more scientifically derived.,unacceptable,5.010777917668154,0.6208711,unacceptable,unacceptable
Because i think they be just our waist.,Because i always thought they were just below your waist.,Complete the sentence: Because i think they be just our waist.,38.552064597298326,0.8090321,Complete the sentence: Because i think they be just our waist.,Complete the sentence: Because i think they be just our waist.
Oh they got ac up here.,Oh they got ac up here too.,Complete this sentence: Oh they got ac up here.,68.17432928776236,0.94117904,Complete this sentence: Oh they got ac up here.,Complete this sentence: Oh they got ac up here!
It be happen.,It is happened.,Complete the sentence: It be happen.,29.836322869056115,0.8830615,Complete the sentence: It be happen.,It be happen.
Oh i think they be this.,Oh i think they are good like that.,Complete this sentence: Oh i think they be this.,40.45997848637553,0.8054021,Complete this sentence: Oh i think they be this.,Complete this sentence: Oh i think they be that.
I do not need it divin.,I do not really need it the divin.,False,3.581748133879123,0.68146217,False,False.
They design cards.,Where they design the cards.,Complete the sentence: They make cards.,33.2467831178351,0.8812877,Complete the sentence: They make a lot of money.,Complete the sentence: They make a lot of noise.
The thing is technology that come it gets used.,The thing is any technology that comes up it gets used.,acceptable,3.947368421052632,0.69680846,acceptable,unacceptable
People just get stubborn.,Some people just get stubborn.,Completion of sentence: People just get stubborn.,71.51537353554774,0.94323516,Complete this sentence: People just get stubborn.,Completion of sentence: People get stubborn.
The lease be terminated my behavior.,The lease was terminated because of their behavior.,acceptable,4.044774237117135,0.6450356,acceptable,acceptable
I do know i would wear it.,So i do not know when i would wear it.,complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: I do know i would wear it.,33.634086473086725,0.87824374,complete this sentence: Complete this sentence: Complete this sentence: i do know i would wear it.,complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete this sentence: Complete
No thank god.,No thank god.,No thank god.,100.0,1.0,No thank god.,Complete the sentence: No thank god.
I want see,I want to see every.,Complete the sentence: I want see.,24.63322259997312,0.86979973,Complete the sentence: I want to see.,Complete the sentence: I want to see
If you throw.,If you throw.,If you throw.,100.0,0.9999999,If you throw.,False
He was like really and leave.,He was like really bored and left.,Complete the sentence: He was like really and leave.,53.88244132612445,0.8568835,Complete the sentence: He was like really and leave.,Complete the sentence: I was like really and leave.
They get pretty truck hunh.,Was it hard sitting in the back of their truck they got to pretty small truck hunh.,Complete this sentence: They get pretty truck hunn.,22.673578778206288,0.72508156,Complete this sentence: They get pretty truck hunh.,Finish this sentence: They get pretty truck hunn.
Their daughter admitted it to me.,His daughter actually admitted it to me.,Complete the sentence: Their daughter admitted it to me.,56.84820943437606,0.90720475,Complete the sentence: Her daughter admitted it to me.,Complete the sentence: Her daughter confessed it to me.
And you see it.,And actually when you see it.,Complete the sentence: And you see it.,37.02058818227434,0.88974,Complete the sentence: And you see it.,And you see it.
Well let us take break.,Well let us take a break.,Let us take break.,52.96696029880202,0.96736103,Let us take a break.,Complete the following sentence: Let us take break.
Will kick eggs.,Will kick out an egg.,Will kick eggs.,46.683597149159425,0.93168825,Will kick eggs.,Complete the sentence: Will kick eggs.
I use do but.,I used to do this but.,            ,0.0,0.72884405,???????????? ,????????????
And the whole time here he would look.,And then the whole time under here he would just look.,Complete this sentence: And the whole time here he would look.,57.34396009532451,0.90593386,Complete this sentence: And the whole time here he would look.,Complete this sentence: And the whole time here he would look.
I feel ladies.,I feel like such an old lady.,Complete the sentence: I feel ladies.,25.421874814215524,0.82361996,Complete the following sentence: I feel ladies.,Complete the following sentence:
Just looked and then look and walked.,N just kind of looked and then looked and then walked.,Just looked and then look and walked.,53.4648042218351,0.94104326,Just looked and then look and walked.,Just looked and then look and walked.
Sent home amoxi.,Sent home with amoxi.,Amoxi.,17.730685030294833,0.8598612,Amoxi.,Amoxil.
One days what do we bring.,That one day what did we bring out.,Completion of the sentence: One days what do we bring.,36.20091548444637,0.8839767,Complete the sentence: One days what do we bring.,Complete the sentence: One day what do we bring.
I would have move this too.,I actually would have to move for that too.,Complete this sentence: I would have moved this too.,33.54039324898533,0.79877377,Complete this sentence: I would have moved this too.,Complete this sentence: I would have moved this too.
Now if you have.,Now if you have all.,True False Complete this sentence: If you have.,35.138173160614336,0.7741719,True False Complete this sentence:,True or False?
I want it show score.,I want it to show the score.,acceptable,4.2517006802721085,0.68709767,acceptable,acceptable
Do you open it.,How did you open it.,Do you open it.,59.41005526472223,0.8620844,Do you open it.,Do you open it?
He like take them world.,He like took them around the world.,: He like take them world.,39.48256237212896,0.9257001,: he like take them world.,: He like take him world.
Get going wrap.,Get going wrap around.,Complete the sentence: Get going wrap.,51.13893308594007,0.92493474,Complete the following sentence: Get going wrap.,Complete the following sentence: Get going.
And things and give to these poors.,And all of these things and give to these poor.,Complete the sentence: And things and give to these poors.,68.0169908377507,0.92990434,Complete the sentence: And things and give to these poors.,Complete the sentence: And things and give to those poors.
You really suck.,You really suck.,acceptable,5.05050505050505,0.665028,acceptable,acceptable
Wonder i put it.,Wonder where i put it.,Complete this sentence: Wonder i put it.,43.83435719982783,0.8738227,Complete this sentence: wonder i put it.,Complete this sentence: Wonder i put it. Wonder i put it.
And he would fall asleep me.,And he would fall asleep with me.,Complete the sentence: And he would fall asleep me.,68.10963289700774,0.9012948,Complete the sentence: And he would fall asleep me.,Complete the sentence: And he would fall asleep me.
So she come.,So she comes up here.,Completion of the sentence: So she come.,43.2413282414457,0.87209797,Completion of the sentence: So she come.,So she come.
Because they do really want buy anything they just want look.,Because they did not really want to buy anything they just wanted to look.,True,1.5120967741935483,0.69798684,True,True
They certainly youse her lot.,They certainly youse her a lot.,False,5.594563986409967,0.63167655,False,Complete this sentence:
Let us see it was i guess forty seventy.,Let us see uh it was i guess forty maybe forty fortyfive seventy.,Complete this sentence: Let us see it was i guess forty seventy.,51.06289852660948,0.94676113,Complete this sentence: Let us see it was i guess forty seventy.,Complete this sentence: Let us see it was i guess forty seventy.
I mean he was pretty wild guy be he.,I mean he was a pretty wild guy was not he.,Complete this sentence: I mean he was pretty wild guy be he.,58.1691757545001,0.95400155,Completion of this sentence: I mean he was pretty wild guy be he.,Complet this sentence: I mean he was pretty wild guy be he.
That be the set shoes i ever saw my life.,That was the yougliest set of shoes i ever saw in my life.,acceptable,2.5773195876288657,0.6746194,acceptable,unacceptable
Look sneaker mom.,Look at sneaker mom.,Complete the sentence: Look sneaker mom.,55.86974699052726,0.9496689,Complete the sentence: Look sneaker mom.,Complete the sentence: Look sneaker dad.
Find something else pick it up.,Find something else to pick it up with.,Find something else pick it up.,70.74065542854814,0.9362156,Find something else pick it up.,Complete the sentence: Find something else pick it up.
But i do want be the one.,But i do not want to be the only one.,sentence: complete this sentence: but i do want be the one.,35.21800950238297,0.8828385,sentence: complete this sentence: but i do want to be the one.,sentence: complete this sentence: but i do not want be the one.
Good students they be.,What good students they are.,Perfect students they be. Complete the sentence: Good students they be.,46.284360353059284,0.87894785,Perfect students they be.,Perfect students they be. Complete the sentence: Good teachers they be.
He thought they be cook.,He thought they were cook already.,Complete the sentence: He thought they be cook.,46.884843558702,0.9109938,Complete the sentence: He thought they were cook.,Complete the sentence: They were cook.
What do i have do please him.,What do i have to do to please him.,Complete this sentence: What i have to do to please him.,71.39870108269845,0.9603425,What i have to do to please him.,Complete this sentence: What i have to do please him.
You seem and.,Now you both seem very truthful and honest.,unacceptable,4.273504273504273,0.62782896,acceptable,True
Connect distributor that do deal with them.,Connected with a distributor that does deal with them.,Connect distributor that do deal with them.,70.35874595487238,0.9362048,Connect distributor that do deal with them.,Connect distributor that deal with them.
And i guess he really go.,And i guess he really goes fast.,Complete this sentence: And i guess he really go.,64.99103746072215,0.8022578,Complete this sentence: And i guess he really go.,Complete this sentence: And he i guess he really go.
Turn it pours the water through.,Turn it on pour the water through.,Complete the sentence: Turn it pours the water through.,64.01119865308632,0.9084187,Complete the sentence: Turn it pours the water through.,Complete the sentence: Turn it pours the water through. Turn it pours the water through.
He have be voted one top ten racehorse the century.,He has also been voted one of the top ten racehorses of the century.,Complete this sentence: He have be voted one top ten racehorse the century.,57.42574294530961,0.94248736,Complete this sentence: He have be voted one top ten racehorse the century.,Complete this sentence: He have be voted one top ten racehorse the century.
Because it be get point.,Because it is gets the point across.,unacceptable,8.28198146555842,0.70135725,unacceptable,unacceptable
I have do there.,My observation i have to do there.,Complete this sentence: I have do there.,31.36807273627956,0.853085,unacceptable,Complete this sentence: I have done there.
And friendships would be made these dancer intermingling.,And friendships would be made with all these dancers intermingling.,Complete this sentence: And friendships would be made these dancer intermingling.,74.60867895596509,0.9554044,Complete this sentence: And friendships would be made these dancers intermingling.,Complete this sentence: And friendships would made these dancer intermingling.
Faiths was give me.,This faith was given me.,unacceptable,5.434782608695651,0.6382746,unacceptable,unacceptable
Look much be do.,Look how much is done now.,Complete the sentence: Look much be do.,22.811419716929084,0.76534104,Complete the following sentence: Look much be do.,Look much be do.
That have finish.,That has not finished.,Complete the sentence: That have finish.,39.58841850315047,0.84850496,Complete the following sentence: That have finish.,Complete the sentence: That have have finish.
I want get seven.,So i want to get under the seven.,Complete the sentence: I want get seven.,33.65546655337065,0.8632438,Complete the sentence: I want get seven.,Complete the sentence: I want to get seven.
You can tell.,You can tell.,acceptable,7.716049382716049,0.7141388,acceptable,True
He had slider put di.,He had sliders put on the di.,Complete the sentence: He had slider put di.,50.704450690325906,0.8954552,Complete the sentence: He had slider put di.,Complete the sentence: He had slider put di.?
But like i be homesick at.,But like i am not homesick at all.,unacceptable,6.974778991159647,0.613066,unacceptable,unacceptable
I am take responsibility.,I am not taking any responsibility.,Complete the sentence: I am take responsibility.,49.982236752241306,0.82165587,Completion of the sentence: I am take responsibility.,Complete the sentence: I take responsibility.
I call laura todays.,So i called laura today.,Complete this sentence: I call laura todays.,46.09313109435254,0.9096563,complete this sentence: I call laura todays.,complete this sentence: I call laura todays.
You should wear them your birthday party.,You should wear them over here for your birthday party.,complete this sentence: you should wear them your birthday party.,65.28057064027108,0.9179404,complete this sentence: you should wear them to your birthday party.,complete this sentence: you should wear them your birthday party. complete this sentence:
And i consider myself real free thinker it comes to stuff.,And i consider myself a real free thinker when it comes to that stuff.,Complete this sentence: And i consider myself real free thinker it comes to stuff.,68.45725609838563,0.9538342,Complete this sentence: And i consider myself real free thinker it comes to stuff.,Complete this sentence: And i consider myself real free thinker it comes to stuff.
There be going be some loss.,There is going to be some loss.,Complete the sentence: There be going be some loss.,52.41253080430792,0.94161177,There be going be some loss.,Complete the sentence: I be going be some loss.
And get it set up.,And to get it set up then.,Complete this sentence: And get it set up........ ,44.29490078519796,0.9155328,Complete this sentence: And get it set up.,Complete this sentence: And get it set up.
And i have the impulse take.,And i had the impulse to take some.,acceptable,5.493891899240614,0.67856467,acceptable,acceptable
I think you give him herbs some kind.,I think you gave him some herb of some kind.,True,2.604166666666667,0.68831587,True,True
But we will use this base.,But we will use this as a base.,Complete the sentence: But we will use this base.,64.23798430710525,0.9109559,Complete the sentence: But we will use this base.,"Complete the sentence: But we will use this base."""
I mean he comes over.,I mean he comes over there immediately afterwards.,Complete the sentence: I mean he comes over.,41.46325743680575,0.826387,Complete the sentence: I mean she comes over.,Complete the following sentence: He comes over.
He orders us.,He orders us.,Complete the sentence: He orders us.,67.73514618499955,0.9563732,Complete the sentence: He ordered us.,Complete the sentence: He order us.
People have information they need.,People have the information they need.,Complete the sentence: People have information they need.,80.18437089743064,0.91352427,Complete the sentence: People have information they need.,Complete the sentence: People have the information they need.
Nineteen seventynine john head to your new trainer ronald mcanally.,So in late nineteen seventynine john headed west to his new trainer ronald mcanally.,Complete this sentence: Nineteen seventy-nine john head to your new trainer ronald m,57.16850216921825,0.9149202,Complete this sentence: nineteen seventy-nine john head to your new trainer ronald m,Complete this sentence: Nineteen seventy-one john head to your new trainer ronald mcan
And it would start to do this dance.,And it would start to do this whole little dance.,Complete this sentence: And it would start to do this dance.,64.08055969266763,0.945737,Complete this sentence: And it would start to do this dance.,Complete this sentence: Complete this sentence: And it would start to do this dance.
You would have take this.,So you would have taken that.,You would have taken this.,73.99082385415802,0.9455783,Complete this sentence: You would have taken this.,Complete the sentence: You would have taken this.
Curt fixed it.,Curt fixed it.,: Curt fixed it.,97.87610258888854,0.99118024,: Curt fixed it.,: Curt fixed it..??
You are you be bound lose something.,So you are you are bound to lose something.,unacceptable,5.501227824169998,0.6719618,unacceptable,acceptable
That he could spell it purpose.,So that he could spell it wrong on purpose.,Complete the sentence: That he could spell it purpose.,59.54507518211165,0.8273182,Complete the sentence: That she could spell it purpose.,Complete the sentence: That he could spell it purposefully.
Minute i looked it.,The minute i looked at it.,Complete this sentence: Minute i looked it.,50.45550023605443,0.9132515,Complete this sentence: Minute i looked it.,Complete this sentence: Minute i looked it.
That be loans i have.,That is the only loan i have.,acceptable,4.901960784313725,0.6453695,acceptable,True
I look a messes.,I look like a mess too.,Complete this sentence: I look a messes.,29.99864083610574,0.926005,Complete this sentence: I look a messs.,Complete this sentence: I look a messess.
Sherry it did not taste clammy.,Surprisingly enough sherry it did not taste real clammy.,Complete the sentence: Sherry it did not taste clammy.,47.98121913377492,0.94240665,Complete the sentence: Sherry it did not taste clammy.,Complete the sentence: Sherry it tasted clammy.
They used have butterballs.,They used to have this little butterball.,Complete the sentence: They used have butterballs.,50.57904965182076,0.8848704,Complete the sentence: They used have butterballs.,Complete the sentence: They used to have butterballs.
I mean neru.,I mean neru.,I mean neru.,100.0,0.9999998,I mean neru.,I mean neru. I mean neru.
Absolute value that you bring negative four side.,Absolute value of that you brought negative four over to the other side.,Absolute value that you bring negative four side.,55.313533085130715,0.96064764,Absolute value that you bring negative three side.,Absolute value that you bring negative four side?
I would go than that.,I would go further than that.,unacceptable,5.401234567901235,0.70382214,unacceptable,unacceptable
Well he should just go gas station.,Well he should just go to a gas station.,"The sentence: Well, he should just go gas station..........................................................................................................................................................................",33.27162083284495,0.9051972,"The sentence: Well, he should just go gas station.","The sentence: Well, he should just go gas station.??????"
You know you must be fag.,You know you must be a fag.,acceptable,4.4326241134751765,0.67491233,acceptable,unacceptable
You took that one.,So you took that one.,acceptable,3.2051282051282057,0.71248186,False,False
Make their pictures.,To make their pictures.,Make their pictures.,84.64306399121192,0.94367456,Make their pictures. Complete the sentence: Make their pictures.,Make their pictures. Completion of sentence: Make their pictures.
Because you will get a family,Because you will get in a big family.,Why?,1.008064516129032,0.75202703,Why?,Because ______.
Guy who got his.,The same guy who got his.,Complete the sentence: Guy who got his.,52.93718267139458,0.92416704,Complete the following sentence: Guy who got his.,Complete the following sentence:
You know they tore it and i do remember.,You know they tore it down and i do not remember.,Complete the sentence: You know they tore it and i do remember.,63.8098908921052,0.82227135,Complete the following sentence: You know they tore it and i do remember.,Complete the sentence: You know they tore it and you do remember.
Oh that includes teaspoons.,Oh that includes all the teaspoons though.,Complete the sentence: Oh that includes teaspoons.,56.7901463061914,0.90165687,Complete this sentence: Oh that includes teaspoons.,Oh that includes teaspoons.
Make of blocks.,Made out of blocks.,Make of blocks. / Make of blocks. / make of blocks. / make of blocks. / make,32.890885971703604,0.9182114,Make of blocks. Complete this sentence: Complete this sentence: Make of blocks.,Make of blocks. / Make of blocks. / make of blocks. / make of blocks.
I would have.,I would have never.,: I would have. / I would have. / I would have. / I would have. ,41.059393223301264,0.7946589,: I would have.????????? ,: I would have. / I would have. / I would have. / I would have.
When we brought things.,When we brought up the thing.,Complete the sentence: When we brought things.,58.22915612602658,0.8294847,Complete the sentence: When we brought things.,Complete the sentence: When we brought things.
Or they did.,Or they did.,Or they did.,100.0,1.0,False,True.
No i do know make it.,No i do not know how to make it.,No i do not know make it.,67.37259853625407,0.9519743,No i do not know make it.,No i do know make it.
Because we come stadi.,Because when we came by the stadi.,Completion of the sentence: Because we come stadi.,44.450179982681334,0.9121873,Completion of the sentence: Because we come stadi.,Completion of sentence: Because we come stadi.
See those be original things.,See this was the original thing.,See those be original things.,59.25243851977828,0.8267102,See those be original things.,Complete the sentence: See those be original things.
Well see we have do it that.,Well see we have never done it like that.,unacceptable,4.050925925925926,0.64056623,unacceptable,unacceptable
I have have weeks.,I have had a few this week.,I have have weeks.,37.58833435176741,0.8606334,I have have weeks.,I have have have weeks.
So we see god preserved moses.,So we see how god preserved moses.,Complete this sentence: So we see god preserved moses.,69.33962098103036,0.9435342,Complete this sentence: Complete this sentence: So we see god preserved moses.,Complete this sentence: Complete this sentence: Complete this sentence: So we see god preserved moses.
I just had a pieces toast.,I just had a piece of toast.,Complete this sentence: I just had a pieces toast.,63.77222313812608,0.945829,Complete this sentence: I just had a pieces of toast.,Complete this sentence: I just ate a pieces toast.
They are take risk of having their horses get lame but,They are taking the risk of having their horse get lame but it really never happens because we have our instructor right there telling us this is what you do.,............ ,0.15782828282828285,0.6690221,............,or a similar.......... 
We came houston.,When we came from houston.,Complete the sentence: We came houston.,41.7677092999517,0.9108732,Completion of sentence: We came houston.,Complete the sentence: We came to houston.
Yeah because i have get woodcut.,Yeah because i have got some of these woodcuts.,True,1.5625,0.69591665,True,True
But i do miss lot thing about a city.,But i do miss a lot of things about a city.,Complete this sentence: But i do miss lot thing about a city.,57.66646248814297,0.9530386,Complete this sentence: But i do miss lot thing about a city.,Complete this sentence: i do miss lot thing about a city.
If i do sell i do make monies i get.,If i do not sell i do not make money i got uh.,Complete this sentence: If i do sell i do sell i do make monies i get.,37.284155611391185,0.8734153,Complete this sentence: If i do sell i do make monies i get.,Complete this sentence: If i do sell i do sell i do sell i do sell i do sell
The shops so they can work pharmacy.,Into the garden shop so they can work on the pharmacy.,Complete the sentence: The shops so they can work pharmacy.,51.21817913412683,0.87327564,The shops so they can work pharmacy.,Complete the following sentence: The shops so they can work pharmacy.
Do not fill your bag dear.,Do not fill your bag up dear.,True or False?,5.6089743589743595,0.63886166,True or false?,True or False? complete this sentence:
Made most move my lives.,Made the most brilliant move of my life.,Complete the sentence: Made most move my lives.,32.079524257665305,0.8051573,Made most move my lives.,Complete the sentence: Made most of move my lives.
We had youm.,We had youm.,Complete the sentence: We had youm.,64.89269040406607,0.95342594,Complete the sentence: We had youm.,Complete the sentence: We had youm.
If he said there be withholding and everything.,If whatever he just said right there was true with withholding and everything.,True. Complete this sentence: If he said there be withholding and everything.,48.707935821400916,0.9231917,True. Complete this sentence: If he said there withholding and everything.,True. Complete this sentence: If she said there be withholding and everything.
Did i get.,Why did i get.,Complete this sentence: Did i get.,37.194420983053305,0.88453376,Complete this sentence: Did i get a.,Complete this sentence: Did you get.
And i see guys nierman.,And i saw this guy nierman.,Complete this sentence: And i see guys nierman.,44.53316783388181,0.86050165,Complete this sentence: And i see guys nierman.,Complete this sentence: And i see guys nierman.
I got take my sock.,I got to take my sock off.,Complete this sentence: I got take my sock.,48.722162611388335,0.9131779,Complete the following sentence: I got take my sock.,4. Complete this sentence: I got take my sock.
Yeah so you can go and psee california and drink wines.,Yeah so you can go up there and psee old california and drink wine.,True,1.7045454545454544,0.70619226,True,True
They go this stupid fire science major,They go through this stupid fire science major out at.,unacceptable,5.231722122037175,0.68176347,unacceptable,unacceptable
You are not going have salvation.,You are not going to have any salvation.,Complete this sentence: Complete this sentence: Complete this sentence: You are not going to have salvation.,58.985027739681165,0.9271369,Complete this sentence: Complete this sentence: You are not going to have salvation.,Complete this sentence: You are not going to have salvation.
Something does not look.,Something does not look right.,Something does not look.,78.31940416612655,0.8595772,Complete the sentence: Something does not look.,Complete the sentence: Something does not look.
Think about kids.,Think about the kids.,Think about kids.,65.33351836505697,0.9567478,Complete the sentence: Think about kids.,Complete the following sentence: Think about kids.
You can have it.,You can have it then.,Complete the sentence: You can have it.,60.93218131826974,0.8694829,You can have it.,You can have it.
Well seniors play they have.,Well the seniors play they have.,acceptable,4.943502824858757,0.69074726,acceptable,acceptable
Just pick it.,Just pick it up.,Just pick it.,74.8228131449778,0.9187234,Just pick it.,Just pick it.
Están más arrugado que sas qués.,Están más arrugados que quien sa qué.,Están más arrugadas que sas qués.,55.84775432578293,0.956313,Están más arrugados que sas qués.,Están más arrugado que sas qués.
I got everything.,I got like everything.,Complete the sentence: I got everything.,52.1242183819148,0.9174948,Complete the sentence: I got everything.,I got everything.
Do you agree me.,Do you agree with me.,unacceptable,5.208333333333333,0.6708871,unacceptable,unacceptable
Plus they are departing.,Plus when they are departing.,Plus they are departing.,73.81302529344501,0.9372053,Complete the sentence: Plus they are departing.,Complete the following sentence: Plus they are departing.
And is not hear anything tower you know.,And the is not hearing anything from the tower you know.,Completion of the sentence: And is not hear anything tower you know.,56.218995107073965,0.82857734,Completing the sentence: And is not hear anything tower you know.,Completion of the sentence: And is not hear anything tower you know?
You tell me.,You told me.,You tell me.,31.223544973544975,0.8363484,Complete the sentence: You tell me.,Complete the following sentence: You tell me.
No i do know.,No i do not know why.,No i do not know.,74.26348668366175,0.86789596,No i dont know.,No i do know.
Allow remotes fully control it.,Allow the remote to fully control it.,Complete this sentence: Allow remotes fully control it.,61.23733972212702,0.9404688,Complete this sentence: Allow remotes fully control it.,Complete this sentence: Allow remote control fully control it.
You know all artists put their.,You know all the all these artists put their.,True. Complete this sentence: You know all artists put their.,59.890930589480284,0.87621254,True. Complete this sentence: You know all artists put your.,True. Complete this sentence: You know all artists put.
Before he go work.,Before he went to work.,Completion of sentence: Before he go work.,49.448153394803526,0.9132068,Completion of sentence: Before he go to work.,Completion of the sentence: He go work.
I says those is she is do therapy and stuff.,I says that is very soothing when she is doing therapy and stuff.,unacceptable,2.9761904761904763,0.601308,unacceptable,acceptable
They need become somewhat selfsufficient.,They need to become somewhat selfsufficient.,Complete this sentence: They need become somewhat selfsufficient.,79.97014445398361,0.96877086,Complete this sentence: They need become somewhat selfsufficient.,Complete this sentence: They need to become somewhat selfsufficient.
Well that give you ideas.,Well that gives you an idea.,Well that give you ideas.,60.65156501336115,0.8971514,Complete the sentence: Well that give you ideas.,"Complete the sentence: Well, that give you ideas."
And we want to try get rid this.,And we want to try to get rid of that.,Complete this sentence: And we want to try get rid this.,53.29966904658781,0.9331913,Comple this sentence: And we want to try get rid this.,Comple this sentence: And we want to try get rid this.
Start her meetings hollywood.,Started his own meeting in hollywood.,Complete the sentence: Start her meetings hollywood.,47.54452172942327,0.8341566,Start her meetings hollywood.,Start her meetings hollywood.
They look green.,They look a green.,Complete the sentence: They look green.,53.6708864429287,0.94041944,Complete the sentence: They look green.,Complete the sentence: They look green.
