Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2
Well i like this ponies.,Well i really like this pony.,Well i like this ponies.,53.56761718527303,0.9256201,Well i like this ponies.,Well i like this ponies.
Because you should pass a clubs so that person.,Because you should always pass a club so that the person.,Because you should pass a club so that person.,71.06282965940515,0.94638586,Because you should pass a club so that person.,Because you should pass a club so that person.
So i eat local foods and get ill.,So i eat the local food and get deathly ill.,So i eat local foods and get ill.,48.36054811685155,0.9499813,So i eat local food and get ill.,So i eat local foods and get sick.
Put it auto reverse.,Put it on continuous auto reverse.,Put it in auto reverse.,51.43132439810708,0.96161157,Put it in auto reverse.,Put it in an auto reverse.
You know these is.,You know that is fine.,You know this is.,48.361038999557806,0.78976786,You know this is.,You know that is not.
And just see.,And just see.,And just see.,100.0,1.0000001,And just see.,And just see.
See if he could help problem.,To see if he could help with the problem.,See if he could help the problem.,71.23563702820448,0.96234727,See if he could help with the problem.,See if he could help with the problem.
That that be it was.,That that is physically where it was.,That that is how it was.,42.63854352647874,0.8633472,That that is how it was.,That that is it was.
It is it is difficult.,It is it is really difficult.,It is it is difficult.,63.07261698546102,0.9657891,It is it is difficult.,It is it is very difficult.
Know fells place pretty.,Know fell into place pretty good.,Know fells place pretty.,58.00367079507238,0.75255156,Know fells place pretty.,Know fells place pretty pretty.
Well i have either got sinus.,Well i have either got a sinus.,Well i have either got sinus.,84.52173357899393,0.9927751,Well i have either got sinus.,Well i have either got sinus.
I am pass three sthree card.,So i am passing three sthree cards.,I am passing three sthree cards.,89.99572995421006,0.9918504,I am passing three sthree cards.,I am passing through three sthree cards.
They use live in valencia california.,They used to live in valencia california.,They used to live in valencia california.,100.0,1.0000002,They used to live in valencia california.,They used to live in valencia california.
They have got office nappa.,They have got an office here in nappa.,They have got an office in nappa.,82.03417718095596,0.9758517,They have got an office in nappa.,They have got an office in nappa.
I do realize it.,I did not realize it.,I do not realize it.,76.07784204147671,0.9379758,I do not realize it.,I do not realize it.
Do i think those thought guys be over there.,No sooner did i think this thought guys were over there.,Do i think those thought guys were over there.,68.49017628282536,0.8463224,Do i think those thought guys were over there.,Do i think those thought guys were over there.
Well it be to do eye.,Well it is easier to do naked eye.,Well it is to do the eye.,37.935914182025435,0.755522,Well it is to do the eye.,Well it is to do eye.
Yeah i bet.,Yeah i bet.,Yeah i bet.,100.0,1.0000001,Yeah i bet.,Yeah i bet.
No they are.,No they are.,No they are.,100.0,1.0,No they are.,No they are.
Only i have not had ice cubes september.,Only i have not had ice cubes here since september.,Only i have not had ice cubes since september.,85.04743606469535,0.9829458,Only i have not had any ice cubes since september.,Only i have not had any ice cubes since september.
You mean ones that i.,You mean the one that i.,You mean the ones that i.,82.59544654030196,0.9053243,You mean those that i.,You mean the ones that i never.
I would like to go dinner.,I would like to go out to dinner though.,I would like to go to dinner.,61.39819355012342,0.94876873,I would like to go to dinner.,I would like to go out for dinner.
There he go.,There he goes again.,There he goes.,63.42658818377607,0.88246,There he goes.,There he goes.
I do remember any them.,I do not remember any of them.,I do not remember any of them.,100.0,1.0000001,I do not remember any of them.,I do not remember any of them.
And then like.,And then like.,And then like.,100.0,1.0000002,And then like.,And then like.
And ceiling fall down already.,And also the ceiling fell down already.,And the ceiling fell down already.,82.22908155579852,0.9898465,And the ceiling falls down already.,And the ceiling has fallen down already.
He he sort get hook that.,He he sort of got hooked on that.,He he sort of got hooked on that.,100.0,1.0000006,He he sort of got hooked to that.,He he sort of got hooked up to that.
And since they ship out torrance.,And since they ship out of torrance.,And since they ship out out torrance.,86.2089078265229,0.98014987,And since they ship out out torrance.,And since they ship out torrance.
See fears involve the misuses her imagination.,See fear really involves the misuse of our imagination.,See fear involves the misuse of her imagination.,72.75806488276139,0.9297036,See the fears involve the misuse of her imagination.,See the fear involves the misuse of her imagination.
They live three block.,They live three blocks away.,They live in a three block block.,59.3275830581909,0.9492829,They live in a three block.,They live in three blocks.
They do have autopsy do her.,They did have an autopsy done on her.,They do not have an autopsy done on her.,81.99413588418044,0.77020466,They do not have an autopsy done on her.,They do not have an autopsy done for her.
I mean i do know where she goes meetings.,I mean i do not know where she goes to meetings.,I mean i do not know where she goes to meetings.,100.0,1.0000006,I mean i do not know where she goes to meetings.,I mean i do not know where she goes to meet.
And this is what separates salt.,And that is what separates the salt out.,And this is what separates salt from.,55.650029533276566,0.9694058,And this is what separates salt from it.,And this is what separates salt from it.
But he does seem i do not know.,But he does not seem so i do not know.,But he does not seem like i do not know.,81.3048169871443,0.87113094,But he does not seem to me i do not know.,But he does not seem to me that i do not know.
I think he is board.,I think he is off the board.,I think he is on board.,63.02583998111252,0.79007167,I think he is on board.,I think he is boarded.
I have spades whatsoever.,I have no spades whatsoever.,I have no spades whatsoever.,100.0,1.0,I have no spades whatsoever.,I have no spades whatsoever.
We will have to buy those whiles.,We will not have to buy that for a while.,We will have to buy that for a while.,82.63460336753243,0.91604537,We will have to buy that for a while.,We will have to buy that for a while now.
You need to get yourself clip art book and scanners.,You just need to get yourself a clip art book and a scanner.,You need to get yourself a clip art book and scanner.,80.6315930611288,0.97276866,You need to get yourself a clip art book and scanner.,You need to get yourself a clip art book and scanner.
Well you apparently know do it.,Well you apparently knew how to do it.,Well you apparently know how to do it.,87.3135905690596,0.95940834,Well you apparently know how to do it.,Well you apparently know how to do it.
I know the one the right.,I know the one in the lower right.,I know the one on the right.,58.257617509994816,0.9320905,I know the one on the right.,I know the one on the right.
Their games start seven.,Their games usually start at seven.,Their games start at seven.,68.40430593959546,0.9878811,Their games start at seven.,Their games start at seven.
And one picked it.,And no one ever picked it up.,And one picked it up.,53.08092592088005,0.79176116,And one picked it up.,And one picked it up.
My sister make a loaves bread got have piece.,My sister made a loaf of bread got to have a piece.,My sister made a loaves of bread got a piece.,71.15249912521699,0.9682245,My sister made a loaves of bread got a piece.,My sister made a loaves of bread got a piece of.
You can do it.,You can do it with.,You can do it.,64.51820525124401,0.84708035,You can do it.,You can do it.
And doors are open house come two dogs.,And all the doors are open into the house come these two dogs.,And when the doors are open in the house come two dogs.,71.61779082109004,0.9495654,And when the doors are open up in the house come two dogs.,And when the doors are open in the house come the two dogs.
Hey look i have no problems.,Hey look i have no problem at all.,Hey look i have no problems.,78.58237451578182,0.96851194,Hey look i have no problems.,Hey look i have no problem.
The secretaries serf almost no function.,Really the secretary serves almost no function.,The secretaries serf almost no function.,62.508505297636006,0.88490915,The secretaries serf almost no function.,The secretaries serf almost no function.
This looks enough salad.,That looks like enough salad.,This looks like enough salad.,84.14654307045612,0.9944777,This looks like enough salad.,This looks like enough salad.
I can finish up hanemakikomis.,I can finish up with a hanemakikomi.,I can finish up hanemakikomis.,71.20208419793951,0.95341146,I can finish up hanemakikomis.,I can finish up hanemakikomis.
She regurgitates it.,She regurgitates it.,She regurgitates it.,100.0,0.99999976,She regurgitates it.,She regurgitates it.
Is ted do.,How is ted doing.,Is ted doing.,68.03442594582208,0.9189134,Is ted doing.,Is ted doing that.
I would go one.,I would probably go like one here.,I would go to one.,23.047049938347104,0.83723176,I would go to one.,I would go for one.
Could person be making say danny right now.,You know how much could that person be making less than say danny right now.,Could someone be making a say danny right now.,42.295923465312505,0.80994713,Could someone be making a say danny right now.,Could the person be making a say danny right now.
They have tv loud linda.,They have that tv really loud linda.,They have tv loud linda.,55.46654277592743,0.9796564,They have tv loud linda.,They have tv loud linda.
T other l perrizo this world.,T the other l perrizo in this world.,T other l perrizo in this world.,87.40283018909003,0.9743367,T other l perrizo this world.,T other l perrizo this world.
Well i do know that.,Well i do not know these.,Well i do not know that.,78.65913513409845,0.8662467,Well i do not know that.,Well i do not know that.
That you did send me flowers and uh.,You know that you did send me flowers and uh.,That you did not send me flowers and uh.,71.88932622024824,0.79629713,That you did not send me flowers and uh.,That you did not send me flowers and uh.
He get real.,He gets sick real easily.,He got real.,16.696947866835284,0.73139524,He gets real.,He gets real real.
To kid and i put.,To the kids and i put excellent.,To kid and i put in.,28.483355399185662,0.83630365,To kid and i put the.,To kid and i put it there.
You scare bejesus of him.,You scared the bejesus out of him.,You scare bejesus out of him.,79.78688239577082,0.95053995,You scare bejesus out of him.,You scare bejesus out of him.
Take your time.,Take your time.,Take your time.,100.0,1.0,Take your time.,Take your time.
I be going say.,I was going to say.,I am going to say.,70.74331165155913,0.90744686,I am going to say.,I am going to say.
What does stuff smell like.,What does this stuff smell like.,What does this stuff smell like.,100.0,1.0000001,What does the stuff smell like.,What does this smell like.
It would eat things.,It would eat only live things.,It would eat all the things.,59.32712474106043,0.8537794,It would eat all these things.,It would eat all of these things.
Try have see it play.,Try to have to see how it plays out.,Try to have it play.,43.09079621092441,0.82895756,Try to have it play.,Try to have seen it play.
Turn the tv and help us roll tamales.,Turn off the tv and help us roll some tamales.,Turn the tv on and help us roll the tamales.,61.71390684849113,0.9291297,Turn the tv on and help us roll some tamales.,Turn the tv on and help us roll out the tamales.
So my fingers will get.,So my fingers will not get so.,So my fingers will get.,65.91413882686422,0.8715706,So my fingers will get stuck.,So my fingers will get hurt.
It be granary it hold fourthousand pounds grain.,It is a granary it holds about fourthousand pounds of grain.,It is a granary it holds a fourthousand pounds of grain.,87.64416849104279,0.9971752,It is a granary it holds fourthousand pounds of grain.,It is a granary it holds a fourthousand pounds of grains.
Okay okay i will just call ten or fifteen.,Okay okay so i will just call back in about ten or fifteen.,Okay okay i will just call ten or fifteen.,62.85331497772214,0.94541156,Okay okay i will just call ten or fifteen.,Okay okay i will just call ten or fifteen.
But these are a little bits derive.,But these are a little bit more scientifically derived.,But these are a little bits of the derive.,54.898272981523945,0.7803917,But these are a little bits of the derive.,But these are a little bits derive.
Because i think they be just our waist.,Because i always thought they were just below your waist.,Because i think they are just our waist.,41.3251250566154,0.8426087,Because i think they are just in our waist.,Because i think they are just just our waist.
Oh they got ac up here.,Oh they got ac up here too.,Oh they got an ac up here.,69.89813805582624,0.9711768,Oh they got ac up here.,Oh they got ac up here.
It be happen.,It is happened.,It is happening.,70.56139473756097,0.90537345,It is happening.,It was happening.
Oh i think they be this.,Oh i think they are good like that.,Oh i think they are like this.,64.73963010078161,0.8442742,Oh i think they are all like this.,Oh i think they are all like this.
I do not need it divin.,I do not really need it the divin.,I do not need it divin.,44.81165322378848,0.9623802,I do not need it for divinity.,I do not need it for divinity.
They design cards.,Where they design the cards.,They designed a card.,40.66097616011541,0.8945863,They design the cards.,They design cards.
The thing is technology that come it gets used.,The thing is any technology that comes up it gets used.,The thing is the technology that comes out of it gets used.,75.41801576625704,0.9370953,The thing is the technology that comes in it gets used.,The thing is the technology that comes in it gets used.
People just get stubborn.,Some people just get stubborn.,People just get stubborn.,81.39466670049626,0.9837434,People just get stubborn.,People just get stubborn.
The lease be terminated my behavior.,The lease was terminated because of their behavior.,The lease was terminated on my behavior.,63.433022337209046,0.9011331,The lease was terminated with my behavior.,The lease was terminated and my behavior.
I do know i would wear it.,So i do not know when i would wear it.,I do not know i would wear it.,66.586869139471,0.91246974,I do not know i would wear it.,I do not know i would wear it.
No thank god.,No thank god.,No thank god.,100.0,1.0,No thank god.,No thank god.
I want see,I want to see every.,I want to see.,60.381928637769754,0.8713149,I want to see.,I want to see this.
If you throw.,If you throw.,If you throw.,100.0,0.9999999,If you throw.,If you throw the.
He was like really and leave.,He was like really bored and left.,He was like really and left.,72.85202087539798,0.90303755,He was like really and left.,He was like really and left.
They get pretty truck hunh.,Was it hard sitting in the back of their truck they got to pretty small truck hunh.,They got a pretty good truck hunh.,26.73469991339695,0.77323836,They got a pretty big truck hunh.,They got a pretty pretty truck hunh.
Their daughter admitted it to me.,His daughter actually admitted it to me.,Their daughter admitted it to me.,62.26908527749495,0.94234097,Their daughter admitted it to me.,Their daughter admitted to it to me.
And you see it.,And actually when you see it.,And you see it.,38.31365415768918,0.90132964,And you see it.,And you see it.
Well let us take break.,Well let us take a break.,Well let us take a break.,100.0,0.9999999,Well let us take a break.,Well let us take a break.
Will kick eggs.,Will kick out an egg.,Will kick the eggs.,45.758147417208264,0.93687236,Will kick the eggs.,Will kick the eggs out.
I use do but.,I used to do this but.,I used to do but.,57.634992682282636,0.967698,I used to do but.,I used to do that but.
And the whole time here he would look.,And then the whole time under here he would just look.,And the whole time here he would look at.,56.697172564203136,0.9041029,And the whole time here he would look at you.,And the whole time here he would look at you.
I feel ladies.,I feel like such an old lady.,I feel like a lady.,47.14955431407783,0.864131,I feel like a lady.,I feel like ladies.
Just looked and then look and walked.,N just kind of looked and then looked and then walked.,Just looked and then looked and walked.,63.23921739122095,0.9452507,Just looked and then looked and walked.,Just looked and then looked and walked out.
Sent home amoxi.,Sent home with amoxi.,Sent home amoxi.,59.31686519948626,0.96570677,Sent home amoxi.,Sent home from amoxi.
One days what do we bring.,That one day what did we bring out.,One day what do we bring.,50.70581841173462,0.8957077,One day what do we bring.,One day what do we bring.
I would have move this too.,I actually would have to move for that too.,I would have moved this too.,33.96445549633687,0.7970855,I would have moved this too.,I would have moved this too.
Now if you have.,Now if you have all.,Now if you have.,74.26348668366175,0.8617654,Now if you have.,Now if you have.
I want it show score.,I want it to show the score.,I want it to show the score.,100.0,1.0,I want it to show the score.,I want it to show up on the score.
Do you open it.,How did you open it.,Do you open it.,59.41005526472223,0.8620844,Do you open it.,Do you open it.
He like take them world.,He like took them around the world.,He like to take them around the world.,81.8717137065256,0.96106917,He like to take them all over the world.,He like to take them all around the world.
Get going wrap.,Get going wrap around.,Get going with the wrap.,47.4581012899315,0.9327414,Get going with the wrap.,Get going wrapped.
And things and give to these poors.,And all of these things and give to these poor.,And then things and give to these poor people.,67.58543513961472,0.9421023,And and things and give to these poor people.,And and things and give to these poor poor people.
You really suck.,You really suck.,You really suck.,100.0,1.0000004,You really suck.,You really suck.
Wonder i put it.,Wonder where i put it.,Wonder where i put it.,100.0,1.0,Wonder where i put it.,Wonder where i put it.
And he would fall asleep me.,And he would fall asleep with me.,And he would fall asleep on me.,76.33512062389597,0.9546429,And he would fall asleep with me.,And he would fall asleep at me.
So she come.,So she comes up here.,So she came.,30.95213243134002,0.8688904,So she came.,So she came out.
Because they do really want buy anything they just want look.,Because they did not really want to buy anything they just wanted to look.,Because they do not really want to buy anything they just want to look at.,83.2781944310189,0.964115,Because they do not really want to buy anything they just want to look at.,Because they do not really want to buy anything they just want to look at.
They certainly youse her lot.,They certainly youse her a lot.,They certainly youse her lot.,86.01922771165032,0.89675117,They certainly youse her whole lot.,They certainly youse the whole lot.
Let us see it was i guess forty seventy.,Let us see uh it was i guess forty maybe forty fortyfive seventy.,Let us see it was i guess forty seventy.,52.58206142331808,0.9773325,Let us see it was i guess forty seventy.,Let us see it was i guess forty seventy.
I mean he was pretty wild guy be he.,I mean he was a pretty wild guy was not he.,I mean he was a pretty wild guy was he.,85.03405599840852,0.9986408,I mean he was a pretty wild guy is he.,I mean he was a pretty wild guy is he.
That be the set shoes i ever saw my life.,That was the yougliest set of shoes i ever saw in my life.,That is the only set of shoes i ever saw in my life.,66.95369393008603,0.83024776,That is the set of shoes i ever saw in my life.,That is the most set of shoes i ever saw in my life.
Look sneaker mom.,Look at sneaker mom.,Look at the sneaker mom.,77.89884883808578,0.98624927,Look at a sneaker mom.,Look at those sneaker mom.
Find something else pick it up.,Find something else to pick it up with.,Find something else to pick it up.,85.84895829007667,0.9748121,Find something else to pick it up.,Find something else to pick it up.
But i do want be the one.,But i do not want to be the only one.,But i do not want to be the one.,83.35696202185518,0.89158654,But i do not want to be the one.,But i do not want to be the one.
Good students they be.,What good students they are.,Good students they are.,79.57417451033753,0.95184076,Good students they are.,Good student they are.
He thought they be cook.,He thought they were cook already.,He thought they were all cooks.,65.49183009313579,0.89030814,He thought they were all cooks.,He thought they were all cooking.
What do i have do please him.,What do i have to do to please him.,What do i have to do to please him.,100.0,0.9999999,What do i have to do to please him.,What do i have to do to please him.
You seem and.,Now you both seem very truthful and honest.,You seem like and.,11.794102529388336,0.7730515,You seem to like and.,You seem to be and.
Connect distributor that do deal with them.,Connected with a distributor that does deal with them.,Connect the distributor that does not deal with them.,74.22954983449577,0.79689693,Connect the distributor that does not deal with them.,Connect the distributor that does deal with them.
And i guess he really go.,And i guess he really goes fast.,And i guess he really goes.,82.05608177444094,0.8568375,And i guess he really went.,And i guess he really went to.
Turn it pours the water through.,Turn it on pour the water through.,Turn it on and it pours the water through.,76.5501182497386,0.9688121,Turn it over and it pours the water through.,Turn it on and it pours all the water through.
He have be voted one top ten racehorse the century.,He has also been voted one of the top ten racehorses of the century.,He has been voted one of the top ten racehorses of the century.,88.85357201061939,0.9931017,He has been voted one of the top ten racehorses of the century.,He has been voted one of the top ten racehorses of the century.
Because it be get point.,Because it is gets the point across.,Because it is getting to the point.,62.84700563528084,0.91957116,Because it is getting to the point.,Because it is getting to point.
I have do there.,My observation i have to do there.,I have to do that there.,45.615507065936384,0.8817586,I have to do there.,I have to do there.
And friendships would be made these dancer intermingling.,And friendships would be made with all these dancers intermingling.,And friendships would be made between these dancers intermingling.,83.346516011325,0.9857851,And friendships would be made with this dancer intermingling.,And friendships would be made between this dancer intermingling.
Faiths was give me.,This faith was given me.,Faith was giving me.,50.868360708582614,0.9366026,Faith was giving me.,Faith was giving me.
Look much be do.,Look how much is done now.,Look how much is done.,81.65080336342024,0.943442,Look how much is to do.,Looks like a lot is done.
That have finish.,That has not finished.,That has to finish.,51.272912317540346,0.88005507,That has to finish.,That has to finish.
I want get seven.,So i want to get under the seven.,I want to get seven.,45.545709921207994,0.89705974,I want to get seven.,I want to get seven.
You can tell.,You can tell.,You can tell.,100.0,1.0,You can tell.,You can tell.
He had slider put di.,He had sliders put on the di.,He had a slider put in di.,38.841860219130666,0.96586144,He had a slider put in di.,He had a slider put on di.
But like i be homesick at.,But like i am not homesick at all.,But like i am homeick at.,49.867206236645515,0.7810784,But like i am homeick at.,But like i am homesick at.
I am take responsibility.,I am not taking any responsibility.,I am taking responsibility.,63.80495808665356,0.84806085,I am taking responsibility.,I am taking the responsibility.
I call laura todays.,So i called laura today.,I call laura today.,59.56806339967815,0.96613705,I call laura today.,I call laura today.
You should wear them your birthday party.,You should wear them over here for your birthday party.,You should wear them to your birthday party.,72.10514596515677,0.95406497,You should wear them at your birthday party.,You should wear them at your birthday party.
And i consider myself real free thinker it comes to stuff.,And i consider myself a real free thinker when it comes to that stuff.,And i consider myself a real free thinker when it comes to stuff.,89.27348306900087,0.9862509,And i consider myself a real free thinker when it comes to stuff.,And i consider myself a real free thinker when it comes to stuff.
There be going be some loss.,There is going to be some loss.,There is going to be some loss.,100.0,1.0000004,There is going to be some loss.,There is going to be some loss.
And get it set up.,And to get it set up then.,And get it set up.,51.83533412799621,0.9628506,And get it set up.,And get it set up.
And i have the impulse take.,And i had the impulse to take some.,And i have the impulse to take.,69.4969937538255,0.9178476,And i have the impulse to take.,And i have the impulse to take.
I think you give him herbs some kind.,I think you gave him some herb of some kind.,I think you gave him some herbs of some kind.,91.44646508534954,0.9794045,I think you gave him some herbs of some kind.,I think you gave him some herbs some kind of.
But we will use this base.,But we will use this as a base.,But we will use this base.,75.72290736770455,0.94200647,But we will use this base.,But we will use this base for.
I mean he comes over.,I mean he comes over there immediately afterwards.,I mean he comes over.,38.5563357931703,0.86297786,I mean he comes over.,I mean he comes over.
He orders us.,He orders us.,He ordered us.,59.27762653106322,0.97169244,He ordered us.,He orders us.
People have information they need.,People have the information they need.,People have the information they need.,100.0,1.0,People have the information they need.,People have all the information they need.
Nineteen seventynine john head to your new trainer ronald mcanally.,So in late nineteen seventynine john headed west to his new trainer ronald mcanally.,Nineteen seventynine john head to your new trainer ronald mcanally.,70.6938019564706,0.954606,Nineteen seventynine john head to your new trainer ronald mcanally.,Nineteen seventynine john head to your new trainer ronald mcanally.
And it would start to do this dance.,And it would start to do this whole little dance.,And it would start to do this dance.,67.68148263372262,0.97517264,And it would start to do this dance.,And it would start to do this dance.
You would have take this.,So you would have taken that.,You would have taken this.,73.99082385415802,0.9455783,You would have taken this.,You would have taken this off.
Curt fixed it.,Curt fixed it.,Curt fixed it.,100.0,1.0,Curt fixed it.,Curt fixed it.
You are you be bound lose something.,So you are you are bound to lose something.,You are bound to lose something.,75.9812588208953,0.97626007,You are bound to lose something.,You are bound to lose something.
That he could spell it purpose.,So that he could spell it wrong on purpose.,That he could spell it out for a purpose.,63.84051725298276,0.7984691,That he could spell it out for a purpose.,That he could spell it out for purpose.
Minute i looked it.,The minute i looked at it.,Minute i looked at it.,80.83374149011736,0.9515499,Minute i looked at it.,Minute i looked at it.
That be loans i have.,That is the only loan i have.,That is the loan i have.,70.08809144251329,0.9363879,That is the loan i have.,That is the loan i have.
I look a messes.,I look like a mess too.,I look like a messe.,76.79718768181371,0.9770347,I look like a messe.,I look like a messed up.
Sherry it did not taste clammy.,Surprisingly enough sherry it did not taste real clammy.,Sherry it did not taste clammy.,48.78800314967235,0.97164047,Sherry it did not taste clammy.,Sherry it did not taste like clammy.
They used have butterballs.,They used to have this little butterball.,They used to have butterballs.,65.23241713927916,0.931041,They used to have butterballs.,They used to have the butterballs.
I mean neru.,I mean neru.,I mean neru.,100.0,0.9999998,I mean neru.,I mean neru.
Absolute value that you bring negative four side.,Absolute value of that you brought negative four over to the other side.,Absolute value that you bring in the negative four side.,56.07353021654371,0.9721998,Absolute value that you bring in the negative four side.,Absolute value that you bring in negative four side.
I would go than that.,I would go further than that.,I would go farther than that.,82.97912518450275,0.99718225,I would go more than that.,I would go more than this.
Well he should just go gas station.,Well he should just go to a gas station.,Well he should just go to the gas station.,86.58581995181362,0.99202955,Well he should just go to the gas station.,Well he should just go to the gas station.
You know you must be fag.,You know you must be a fag.,You know you must be a fag.,100.0,1.0000001,You know you must be a fag.,You know you must be fag.
You took that one.,So you took that one.,You took that one.,81.28715195785207,0.94968086,You took that one.,You took that one.
Make their pictures.,To make their pictures.,Make their pictures.,84.64306399121192,0.94367456,Make their own pictures.,Make your pictures.
Because you will get a family,Because you will get in a big family.,Because you will get a family.,71.73799856993044,0.93957686,Because you will get a family.,Because you will get a family in.
Guy who got his.,The same guy who got his.,Guy who got his.,58.56513505172156,0.94263744,Guy who got his.,Guy who got his own.
You know they tore it and i do remember.,You know they tore it down and i do not remember.,You know they tore it and i do not remember.,83.76758154033853,0.89504623,You know they tore it up and i do not remember.,You know they tore it up and i do not remember.
Oh that includes teaspoons.,Oh that includes all the teaspoons though.,Oh that includes the teaspoon.,64.60862109776001,0.9568913,Oh that includes the teaspoon.,Oh that includes the teaspoon.
Make of blocks.,Made out of blocks.,Make of blocks.,55.06233891790669,0.9591824,Make of blocks.,Make out of blocks.
I would have.,I would have never.,I would have.,60.381928637769754,0.82622874,I would have.,I would have.
When we brought things.,When we brought up the thing.,When we brought the things.,75.00593123205768,0.8553799,When we brought in the things.,When we brought in the stuff.
Or they did.,Or they did.,Or they did.,100.0,1.0,Or they did.,Or they did not.
No i do know make it.,No i do not know how to make it.,No i do not know how to make it.,100.0,1.0000001,No i do not know how to make it.,No i do not know how to make it.
Because we come stadi.,Because when we came by the stadi.,Because we come from stadi.,40.994792144654284,0.9270726,Because we come from stadi.,Because we come from stadi.
See those be original things.,See this was the original thing.,See those are the original things.,66.04660685457613,0.8827845,See those are the original things.,See those are all the original things.
Well see we have do it that.,Well see we have never done it like that.,Well see we have to do it that way.,45.27904691326442,0.7622589,Well see we have to do it that way.,Well see we have to do it that.
I have have weeks.,I have had a few this week.,I have had a week.,51.152673492967324,0.8739616,I have had a week.,I have had a few weeks.
So we see god preserved moses.,So we see how god preserved moses.,So we see god preserved moses.,79.7545971011568,0.9806411,So we see god preserved moses.,So we see god preserved moses.
I just had a pieces toast.,I just had a piece of toast.,I just had a piece of toast.,100.0,1.0,I just had a piece of toast.,I just had a piece of toast on.
They are take risk of having their horses get lame but,They are taking the risk of having their horse get lame but it really never happens because we have our instructor right there telling us this is what you do.,They are taking the risk of having their horses get lame.,36.58893190991231,0.87022,They are taking the risk of having their horses get lame.,They are taking the risk of having their horses get lame but they are not taking the risk of that.
We came houston.,When we came from houston.,We came from houston.,78.14194318071551,0.9655574,We came from houston.,We came out of houston.
Yeah because i have get woodcut.,Yeah because i have got some of these woodcuts.,Yeah because i have to get woodcut.,54.51504909451811,0.8241863,Yeah because i have to get a woodcut.,Yeah because i have to get the woodcut.
But i do miss lot thing about a city.,But i do miss a lot of things about a city.,But i do miss a lot about a city.,68.74816094778834,0.98104453,But i do miss a lot of things about a city.,But i do miss a lot of the stuff about a city.
If i do sell i do make monies i get.,If i do not sell i do not make money i got uh.,If i do not sell i do not make the monies i get.,68.93274502772475,0.96545243,If i do not sell i do not make the monies i get.,If i do not sell i do not make the monies i get.
The shops so they can work pharmacy.,Into the garden shop so they can work on the pharmacy.,The shops so they can work in the pharmacy.,59.547386291676695,0.8825003,The shops so they can work at the pharmacy.,The shops so they can work on the pharmacy.
Do not fill your bag dear.,Do not fill your bag up dear.,Do not fill your bag dear.,78.72272784814895,0.99477494,Do not fill your bag dear.,Do not fill your bag dear.
Made most move my lives.,Made the most brilliant move of my life.,Made most of my life.,37.55497942614955,0.8028165,Made most of my life move on.,Made most of my life move.
We had youm.,We had youm.,We had youm.,100.0,1.0000001,We had youm.,We had youm right.
If he said there be withholding and everything.,If whatever he just said right there was true with withholding and everything.,If he said there was withholding and everything.,52.162212200072624,0.9364345,If he said there was withholding and everything.,If he said there was no withholding and everything.
Did i get.,Why did i get.,Did i get.,54.86265931459102,0.8965622,Did i get.,Did i get.
And i see guys nierman.,And i saw this guy nierman.,And i see the guys nierman.,47.549540815794685,0.9151212,And i saw the guys nierman.,And i saw a guy nierman.
I got take my sock.,I got to take my sock off.,I got to take my sock.,80.53650925829021,0.9453817,I got to take my sock.,I got to take my sock off.
Yeah so you can go and psee california and drink wines.,Yeah so you can go up there and psee old california and drink wine.,Yeah so you can go and psee california and drink wine.,73.46813022935224,0.9655416,Yeah so you can go and psee california and drink wine.,Yeah so you can go and psee california and drink some wine.
They go this stupid fire science major,They go through this stupid fire science major out at.,They went to this stupid fire science major.,63.648389528359196,0.964339,They went this stupid fire science major.,They went this stupid fire science major.
You are not going have salvation.,You are not going to have any salvation.,You are not going to have any salvation.,100.0,0.9999999,You are not going to have any salvation.,You are not going to have any salvation.
Something does not look.,Something does not look right.,Something does not look like.,76.2644208339629,0.9027076,Something does not look like.,Something does not look good.
Think about kids.,Think about the kids.,Think about the kids.,100.0,1.0,Think about the kids.,Think about kids.
You can have it.,You can have it then.,You can have it.,69.90183934808465,0.9495162,You can have it.,You can have it.
Well seniors play they have.,Well the seniors play they have.,Well seniors play they have.,79.65705444100873,0.99194515,Well seniors play they have.,Well seniors play they have to.
Just pick it.,Just pick it up.,Just pick it up.,100.0,1.0000002,Just pick it up.,Just pick it up.
Están más arrugado que sas qués.,Están más arrugados que quien sa qué.,Están más arrugado que sas qués.,59.257600299029725,0.9728943,Están más arrugado que sas qués.,Están más arrugado que sas qués.
I got everything.,I got like everything.,I got everything.,63.31935566544045,0.948058,I got everything.,I got everything.
Do you agree me.,Do you agree with me.,Do you agree with me.,100.0,1.0000002,Do you agree with me.,Do you agree with me.
Plus they are departing.,Plus when they are departing.,Plus they are departing.,73.81302529344501,0.9372053,Plus they are departing.,Plus they are departing.
And is not hear anything tower you know.,And the is not hearing anything from the tower you know.,And is not heard anything from the tower you know.,77.34876450075222,0.96866757,And is not heard anything in the tower you know.,And is not heard anything from a tower you know.
You tell me.,You told me.,You told me.,100.0,1.0000002,You tell me.,You tell me.
No i do know.,No i do not know why.,No i do not know.,74.26348668366175,0.86789596,No i do not know.,No i do not know.
Allow remotes fully control it.,Allow the remote to fully control it.,Allow remotes to fully control it.,72.10988329345992,0.9628236,Allows remotes to fully control it.,Allows remotes to fully control it.
