Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2,Total_ChrF
Today i mean as todays as it was.,As typical today i mean as topical today as it was then.,Today i mean as today as it was.,50.839133256394256,0.8297753,Today i mean as today as it was.,Today i mean as today as it was.,100.0
We get go symphonies saturday nights.,We got to go to the symphony saturday night.,We got to go to the symphony on saturday night.,91.16882662095477,0.9931241,We got to go to the symphony on saturday night.,We got to go to the symphony on saturday night.,100.0
And how do we get this.,And now how did we get on that.,And how do we get to this.,30.71919883989081,0.8826822,And how do we get to this.,And how do we get to that.,89.01631120284371
But i want overcome their fears.,But i really want to overcome my fears.,But i want to overcome their fears.,58.481482618010936,0.9310981,But i want to overcome their fears.,But i want to overcome their fears.,100.0
Oh wow i use these time.,And when i opened it up i said oh wow i use these all the time.,Oh wow i use these all the time.,52.49190796889902,0.89933956,Oh wow i use this all the time.,Oh wow i use this time.,73.58068645931272
When you get back we have hoove.,When you get back here we have dry hooves.,When you get back we have a hoove.,57.86956775925374,0.9195607,When you get back we have a hoove.,When you get back we have a hoove.,100.0
But this be inside door that they put livings rooms.,But these are inside french doors that they put on the living room.,But this is inside the door that they put in the living room.,57.280269592112546,0.90607464,But this is inside the door that they put in the living rooms.,But this is inside the door that they put into the living room.,93.50469762409497
And we have ice cream out the quads.,And then we had free ice cream out on the quad.,And we have ice cream out of the quad.,56.08705512934819,0.9204429,And we have ice cream out in the quad.,And we have ice cream out of the quads.,85.07677325752728
I mean they can make mistakes.,I mean they can make mistakes too.,I mean they can make mistakes.,86.88994390385213,0.9745774,I mean they can make mistakes.,I mean they can make mistakes.,100.0
I be going say do you find foods that is low.,I was going to say where do you find food that is that low.,I am going to say do you find food that is low in calories.,59.69129962311052,0.8541908,I am going to say do you find food that is low in calories.,I am going to say do you find food that is low in fat.,92.335398401191
Darren drag that crashpad to center mats and.,Darren drag that crashpad to the center of the mats and . bad connection.,Darren drags that crashpad to the center of the mats and.,74.5605249634764,0.8859122,Darren drag that crashpad to the center of the mats and.,Darren drag that crashpad to the center of the mats and.,95.76597933892826
This is his second day work it go there.,This is your second day of work it only goes down hill from there.,This is his second day at work it goes there.,40.060849828752595,0.8339199,This is his second day at work it went down there.,This is his second day at work it went up there.,79.08191798734676
It need be here and they be.,It needs to be baggier here and they are analy.,It needs to be here and they are.,60.52224260354674,0.77938527,It needs to be here and they are.,It needs to be here and they are not.,91.3303485343576
You can look me and i be body.,You can look at me and i am a body.,You can look at me and i am the body.,83.08322061453636,0.9787239,You can look at me and i am a body.,You can look at me and i am a very big body.,73.63583984590991
Because i tell him i thought he was too young be.,Because i told him i thought he was too young to be so involved.,Because i told him i thought he was too young to be.,80.96007337412532,0.96843016,Because i told him i thought he was too young to be.,Because i told him i thought he was too young to be.,100.0
I have much distance between us.,I have too much distance between us.,I have a lot of distance between us.,67.66243444559008,0.9705379,I have a lot of distance between us.,I have a very long distance between us.,77.27913303874446
A shots did they give him shot.,A shot why did they give him a shot.,A shot did they give him a shot.,79.7545971011568,0.9307189,A shot did they give him a shot.,A shot did they give him a shot.,100.0
You have wait three hours for it hare.,You have to wait three hours for it to harden.,You have to wait three hours for it to hare.,90.3270978721915,0.9312415,You have to wait three hours for it to hare.,You have to wait three hours for it hare.,93.63343832546381
But they are married anymore but.,But they are not married anymore but still.,But they are not married anymore but.,85.04988915505494,0.98454046,But they are not married anymore but.,But they are not married anymore but.,100.0
Okay i will wait until those.,Okay i will wait until after that.,Okay i will wait until that.,72.85202087539798,0.95060617,Okay i will wait until after that.,Okay i will wait until after that.,82.15044620069672
And pities the ref gave it a safety.,And out of pity the ref gave it not a safety.,And pities the ref gave it a safety.,56.21996159224155,0.94944894,And pities the ref gave it a safety.,And pity the ref gave it a safety.,89.42794267707245
They tell me stay away her do call or anything.,They tell me to stay away from her do not even call or anything.,They told me to stay away from her do not call or anything.,76.56492278383391,0.9804988,They told me to stay away from her do not call or anything.,They told me to stay away from her to do not call or anything.,93.89915768973005
My wives said she would like have register put room.,My wife said she would like to have a register put in this room.,My wife said she would like to have a register put in the room.,90.9608666895281,0.9957323,My wife said she would like to have a register put in the room.,My wife said she would like to have a register put in a room.,94.30260119322715
Uh prevent you from go anywhere,Uh prevent you from going anywhere and then tha.,Uh prevent you from going anywhere.,75.03030892835362,0.98327374,Uh prevent you from going anywhere.,Uh prevent you from going anywhere else.,91.22270763764236
And i found there is two books list our names one.,And i found there is two books listed under her name besides this one.,And i found there is two books that list our names one.,56.0860795008637,0.8591566,And i found there is two books list our names one.,And i found there is two books listed our names one.,87.25523262418673
Although if we do it sidewalls.,Although if we do it in the sidewalls.,Although if we do it sidewall.,69.64497326066655,0.96431965,Although if we do it sidewall.,Although if we do it sidewalls.,95.19647627832752
N he looked student sort student type but keep.,N he looked like a student sort of a student type but venicely kept.,N he looked like a student sort of student type but kept.,75.6826260002575,0.9742202,N he looked like a student sort of student type but kept.,N he looked like a student sort of student type but kept going.,92.99830186522878
She would not give them for world.,She would not give them up for the world.,She would not give them for the world.,86.01111478550084,0.9548313,She would not give them for the world.,She would not give them for the whole world.,89.14437608764133
Simon sons jonah do you love me these.,Simon son of jonah do you love me more than these.,Simon sons jonah do you love me like this.,55.49659201188998,0.93914914,Simon sons jonah do you love me like that.,Simon sons jonah do you love me like these.,89.58183478584122
Uh that we do need drink.,Uh that we do need to drink.,Uh that we do not need to drink.,88.00937594295972,0.8674352,Uh that we do not need to drink.,Uh that we do not need a drink.,88.29511632329702
Israelite have become much for us.,The israelites have become much too numerous for us.,Israelite have become too much for us.,48.25897746226012,0.94157296,Israelite have become too much for us.,Israelite have become so much for us.,91.2215684074778
You know what i am talking.,You know what i am talking about.,You know what i am talking about.,100.0,0.99999976,You know what i am talking about.,You know what i am talking about.,100.0
Well we will keep you posted.,Well we will keep you posted on.,Well we will keep you posted.,89.33415726091852,0.97678685,Well we will keep you posted.,Well we will keep you posted.,100.0
Yeah have be less than or to two thirds.,Yeah have is less than or equal to negative two thirds.,Yeah have been less than or to about two thirds.,52.64129084278518,0.91440445,Yeah have been less than or to two thirds.,Yeah have been less than or to about two thirds of.,85.99258824956163
Those gives me more lift him.,That gives me more lift to him.,That gives me more lift for him.,80.0917609086432,0.98252684,That gives me more lift for him.,Those gives me more lift for him.,87.89006984039823
Oh it is what you have want.,Oh it is just what you have always wanted.,Oh it is not what you have wanted.,57.35829771960316,0.7460934,Oh it is what you have wanted.,Oh it is what you have wanted.,90.09612281248032
And it was ready come and we take it.,And it was ready to come off and we took it off.,And it was ready to come and we took it.,75.21169403960715,0.86042154,And it was ready to come and we took it.,And it was ready to come and we took it out.,93.13784098186439
Hey you know might have gotten.,Hey you never know might have gotten.,Hey you know might have gotten.,75.8853299399905,0.9185115,Hey you know might have gotten a.,Hey you know might have gotten up.,90.92421157087954
You hate start out ten ofclock.,You hate to start out at ten ofclock.,You hate starting out at ten ofclock.,73.14252062883749,0.9482266,You hate starting out at ten ofclock.,You hate starting out ten ofclock.,94.73355605303162
And all animal go to lake.,And so all the animals went to the lake.,And all the animals go to the lake.,66.04071975165039,0.974295,And all the animals go to the lake.,And all the animals go to the lake.,100.0
I know glen have like get dates computer.,I know glen has to like get dates through the computer.,I know glen has like to get a date with the computer.,59.34514155099859,0.9033712,I know glen has like to get a date on the computer.,I know glen has like to get a date on computer.,87.30615583424138
Oh mason give me a chri,Oh mason gave me uh like a chri.,Oh mason gave me a chri.,68.8865497126643,0.9854632,Oh mason gave me a chri.,Oh mason gave me a chri.,100.0
Policy she take on their husband.,Because of the policy she took out on her husband.,Policy she took on their husband.,50.540891813024125,0.9168949,Policy she took on their husband.,The policy she took on their husband.,91.60280621409733
And people went see what have happened.,And the people went out to see what had happened.,And people went to see what has happened.,66.41006787393431,0.9507431,And people went to see what has happened.,And people went to see what had happened.,92.37374109147484
You look much arike like yeah.,You look so much arike like yeah.,You look so much arike like yeah.,100.0,1.0,You look so much arike like yeah.,You look so much like a yeah.,79.83416140953842
I have not eaten since i eat foods todays.,I have not eaten since i ate that chinese food today.,I have not eaten since i eat foods today.,57.869170258082356,0.9312765,I have not eaten since i eat foods today.,I have not eaten since i eat foods all day.,88.76619196012791
You do sell that kind things here.,You do not sell that kind of thing here.,You do not sell that kind of stuff here.,74.67428781342389,0.9957427,You do not sell that kind of stuff here.,You do not sell that kind of stuff here.,100.0
This you know it will balance if you dons.,That then you know it will never balance if you don.,This you know it will balance out if you don't.,54.92630834865272,0.83742285,This you know it will balance out if you don't.,This you know it will balance out if you don’t.,95.23820169331006
Well it be it is connect right now.,Well it is not it is not connected up right now.,Well it is it is connecting right now.,53.36308945091989,0.80526364,Well it is it is connecting right now.,Well it is it is not connected right now.,78.18050420176881
I would carry my own paperworks.,I would not carry my own paperwork.,I would carry my own paperwork.,80.56090417974188,0.89162207,I would carry my own paperwork.,I would carry my own paperwork with me.,85.8403673292737
Good we had such nice day.,Good we had such a nice day.,Good we had such a nice day.,100.0,1.0000001,Good we had such a nice day.,Good we had such a nice day.,100.0
I have yeah that be good.,I usually have yeah that is good.,I have yeah that is good.,71.92935656741854,0.94043595,I have yeah that was good.,I have yeah that is great.,70.01148086837117
Times it come up i would punch.,Every time it come up busy i would punch redial.,When it came up i would punch.,34.168309706661745,0.8246198,Whenever it came up i would punch.,Each time it came up i would punch.,72.86427056254965
He come end of barn jumped a fourandahalffeet gate.,He came out the end of the barn jumped a fourandahalffoot gate.,He came to the end of the barn and jumped a fourandahalffeet gate.,74.72624308737893,0.9681784,He came to the end of the barn and jumped a fourandahalffeet gate.,He came to the end of the barn jumped a fourandahalffeet gate.,95.77530196127012
You know i know be beaches.,You know all i knew was the beach.,You know i know is on the beach.,49.9738969525139,0.839803,You know i know is on the beach.,You know i know is on the beaches.,93.03252175158877
I was go see wilbur but he did.,I was going to see wilbur but he did not.,I was going to see wilbur but he did not.,100.0,1.0,I was going to see wilbur but he did not.,I was going to see wilbur but he did not.,100.0
The other things you can do deck be.,Now the other thing you can do with this deck is.,The other things you can do on a deck are.,47.978438142081764,0.8974321,The other things you can do on the deck are.,The other things you can do on the deck are.,89.23416558771116
Only heat you have in this room is one register there.,The only heat you have in this room is that one register over there.,The only heat you have in this room is one register there.,80.34409564735809,0.9866447,Only heat you have in this room is one register there.,Only heat you have in this room is one register there.,97.45007239574205
I be lot of things that be go on.,I am aware of a lot of the things that are going on.,I am a lot of things that are going on.,70.0420567028501,0.877403,I have a lot of things that are going on.,I am a lot of things that are going on around here.,75.29783425950805
And i say hey look we are all code.,And i said hey look we are all within the code.,And i said hey look we are all code.,69.98382561597131,0.92934716,And i said hey look we are all code.,And i said hey look we are all codes.,95.75999173745868
Okay and these will make tapes copy.,Okay and this will make a superior tape copy.,Okay and this will make a tape copy.,72.6065475603209,0.9296527,Okay and this will make a tape copy.,Okay and this will make a tape copy of.,94.05760906654307
Because this wall is eventually go come.,Because this wall is eventually going to come out.,Because this wall is eventually going to come.,91.64549198468387,0.9585067,Because this wall is eventually going to come.,Because this wall is eventually going to come out.,94.31250824889122
Mothers took the babies put baby put moses in water.,The mother took the baby put the baby put moses in the water.,The mothers took the babies put the baby put the moses in the water.,80.35147611979873,0.94261324,The mothers took the babies put the baby put the moses in the water.,The mothers took the babies put the baby put the moses in water.,95.85999918049018
Yeah i go threehundred pounds days.,Yeah i go through about threehundred pounds a day.,Yeah i went threehundred pounds a day.,63.71870725138656,0.92890346,Yeah i went threehundred pounds on the day.,Yeah i went threehundred pounds a days.,85.33118691383677
And making it a straight shirt.,And just making it a straight shirt.,And making it a straight shirt.,80.1917789592964,0.9893204,And making it a straight shirt.,And making it a straight shirt.,100.0
Well then see that is thing.,Well then see that is another thing.,Well then see that is the thing.,70.37763869270385,0.8582772,Well then see that is the thing.,Well then see that is a thing.,87.952235777385
Just ahead you are do alright.,Just yogo ahead you are doing alright.,Just ahead of you are doing alright.,70.80551767974292,0.86248577,Just ahead of you are doing alright.,Just ahead of you are doing alright.,100.0
Because she be looking the windows.,Because she was looking out the window.,Because she is looking at the windows.,67.93084889508944,0.93272316,Because she is looking at the windows.,Because she is looking at the windows.,100.0
Do we have look at ones i be.,Why do we have to look at the one i am on.,Do we have to look at the ones i am.,70.600997683322,0.87140644,Do we have to look at the ones i am not.,Do we have to look at the ones i am not sure.,84.27938708629415
We put four pillows your knees.,We put four pillows under his knees.,We put four pillows on your knees.,63.87111061891535,0.9154043,We put four pillows on your knees.,We put four pillows on your knees.,100.0
I thought those was funny myself.,I thought that was pretty funny myself.,I thought that was funny for me.,54.21580417922562,0.92075604,I thought that was funny for me.,I thought that was funny myself.,82.7163147190597
This mother know what she be doing.,And it does not say here that she devised a plan but believe me this mother knew what she was doing.,This mother knows what she is doing.,27.18877394514291,0.84937274,This mother knows what she is doing.,This mother knows what she is doing.,100.0
At he is sitting its feet i pet him.,At least he is not sitting on his feet when i pet him now.,At he is sitting on his feet i pet him.,52.63647234916432,0.9033343,At he is sitting on his feet i pet him.,At he is sitting on his feet i pet him.,100.0
Well it is coming off windings,Well it is coming off as a winding.,Well it is coming off the winding.,77.8818091463019,0.84248227,Well it is coming off the winding.,Well it is coming off the windings.,95.75999173745868
I of want hang out though.,I still kind of want to hang out though.,I of course want to hang out though.,63.086849433642556,0.9249369,I of want to hang out though.,I of want to hang out though.,89.65692102901572
And i do like men auburns hair.,And i do not like men with like auburn hair.,And i do not like men auburn hair.,70.80462386362643,0.98983634,And i do not like men auburn hair.,And i do not like men with auburn hair.,85.39759087197508
Does your fear keep you deep relationships one.,Does your fear keep you from deep personal relationships with one another.,Does your fear keep you in a deep relationship one.,52.06779295839499,0.8989932,Does your fear keep you in a deep relationship one.,Does your fear keep you in a deep relationship with one.,91.02882248403111
But he do it on way u back.,But he did it on the way u back too.,But he did it on the way u back.,86.3333220867419,0.9793501,But he did it on the way u back.,But he did it on the way u back.,100.0
Does tartar sauce go cajun spice.,Does tartar sauce go with cajun spices.,Does tartar sauce go with cajun spice.,94.54861336083263,0.9955356,Does tartar sauce go with the cajun spice.,Does tartar sauce go to cajun spice.,82.62341562558203
Which be what you are saying.,Which is also what you are saying.,Which is what you are saying.,76.3314544783276,0.94858575,Which is what you are saying.,Which is what you are saying.,100.0
She be get good course and.,She is got some good courses and.,She is getting a good course and.,51.79246102796827,0.90720665,She is getting a good course and.,She is getting a good course and.,100.0
He would cut his nose spite her faces.,He would cut off his nose to spite his face.,He would cut his nose out of spite of her face.,56.5195483994513,0.9191747,He would cut his nose out of spite of her face.,He would cut his nose out of spite of her faces.,96.86256395528622
There is a lines though guilts and responsibility.,There is a fine line though between guilt and responsibility.,There is a line though of guilt and responsibility.,70.26799358387534,0.95734334,There is a line though through guilt and responsibility.,There is a line though through guilt and responsibility.,87.48008709834542
I want go see kalamazoo symphony sometime.,I want to go see the kalamazoo symphony sometime.,I want to go see the kalamazoo symphony sometime.,100.0,1.0000001,I want to go see the kalamazoo symphony sometime.,I want to go see the kalamazoo symphony some time.,100.0
It do matter you can keep her hand grip.,It does not matter you can keep your right hand grip.,It does not matter if you can keep her hand gripped.,64.80534715561403,0.8635638,It does not matter if you can keep her hand grip.,It does not matter you can keep her hand grip.,91.74691361293603
You said you never made horseshoes.,You said you never made the horseshoes.,You said you never made horseshoes.,86.07170198373377,0.9705704,You said you never made horseshoes.,You said you never made horseshoes.,100.0
He has theories draw at art parallels.,He in here has some theories drawing at least art historical parallels.,He has a theory draw at art parallels.,30.097828141495448,0.94304407,He has a theory draw at the art parallels.,He has a theory draw at the art parallels.,89.262501665005
And uh outcome will probably be to what you had.,And uh the outcome will probably be pretty close to what you had before.,And uh the outcome will probably be similar to what you had.,67.09328943473093,0.9663157,And uh the outcome will probably be similar to what you had.,And uh the outcome will probably be similar to what you had.,100.0
As far as what be going.,As far as what is going on.,As far as what is going on.,100.0,0.99999964,As far as what is going on.,As far as what is going on.,100.0
I think there would be a slight chances it being negative.,I think there would be a slight chance of it being a false negative.,I think there would be a slight chance it would be negative.,72.52738695410005,0.93961537,I think there would be a slight chance it would be negative.,I think there would be a slight chance it was negative.,91.92527133270298
Well be color you can wear it everything.,Well black is such a good color you can wear it with everything.,Well be the color you can wear it all the time.,41.136945164278025,0.88052225,Well be the color you can wear it with everything.,Well be the color so you can wear it all the time.,71.74581077353392
But why is it important a democracies person participate.,But why is it important in a democracy for the people to participate.,But why is it important for a democracies person to participate.,67.63859414591936,0.92629933,But why is it important a democracies person participates.,But why is it important a democracies person participates.,89.21147545573757
I will not question or i.,I will not question or i not.,I will not question or i.,83.53371891855593,0.97325164,I will not question or i.,I will not question or i.,100.0
Because you should pass a clubs so that person.,Because you should always pass a club so that the person.,Because you should pass a club so that person.,71.06282965940515,0.94638586,Because you should pass a club so that person.,Because you should pass a club so that person.,100.0
So i eat local foods and get ill.,So i eat the local food and get deathly ill.,So i eat local foods and get ill.,48.36054811685155,0.9499813,So i eat local food and get ill.,So i eat local foods and get sick.,78.4430119898341
See if he could help problem.,To see if he could help with the problem.,See if he could help the problem.,71.23563702820448,0.96234727,See if he could help with the problem.,See if he could help with the problem.,86.11167081463509
Well i have either got sinus.,Well i have either got a sinus.,Well i have either got sinus.,84.52173357899393,0.9927751,Well i have either got sinus.,Well i have either got sinus.,100.0
I am pass three sthree card.,So i am passing three sthree cards.,I am passing three sthree cards.,89.99572995421006,0.9918504,I am passing three sthree cards.,I am passing through three sthree cards.,85.4505099669985
They use live in valencia california.,They used to live in valencia california.,They used to live in valencia california.,100.0,1.0000002,They used to live in valencia california.,They used to live in valencia california.,100.0
Do i think those thought guys be over there.,No sooner did i think this thought guys were over there.,Do i think those thought guys were over there.,68.49017628282536,0.8463224,Do i think those thought guys were over there.,Do i think those thought guys were over there.,100.0
Well it be to do eye.,Well it is easier to do naked eye.,Well it is to do the eye.,37.935914182025435,0.755522,Well it is to do the eye.,Well it is to do eye.,85.94616005518276
Only i have not had ice cubes september.,Only i have not had ice cubes here since september.,Only i have not had ice cubes since september.,85.04743606469535,0.9829458,Only i have not had any ice cubes since september.,Only i have not had any ice cubes since september.,91.27444936781521
I would like to go dinner.,I would like to go out to dinner though.,I would like to go to dinner.,61.39819355012342,0.94876873,I would like to go to dinner.,I would like to go out for dinner.,77.69104981689316
He he sort get hook that.,He he sort of got hooked on that.,He he sort of got hooked on that.,100.0,1.0000006,He he sort of got hooked to that.,He he sort of got hooked up to that.,79.88040556922384
And since they ship out torrance.,And since they ship out of torrance.,And since they ship out out torrance.,86.2089078265229,0.98014987,And since they ship out out torrance.,And since they ship out torrance.,97.15911651014395
See fears involve the misuses her imagination.,See fear really involves the misuse of our imagination.,See fear involves the misuse of her imagination.,72.75806488276139,0.9297036,See the fears involve the misuse of her imagination.,See the fear involves the misuse of her imagination.,84.42377608641415
They do have autopsy do her.,They did have an autopsy done on her.,They do not have an autopsy done on her.,81.99413588418044,0.77020466,They do not have an autopsy done on her.,They do not have an autopsy done for her.,88.72535778852077
I mean i do know where she goes meetings.,I mean i do not know where she goes to meetings.,I mean i do not know where she goes to meetings.,100.0,1.0000006,I mean i do not know where she goes to meetings.,I mean i do not know where she goes to meet.,96.70417174550143
And this is what separates salt.,And that is what separates the salt out.,And this is what separates salt from.,55.650029533276566,0.9694058,And this is what separates salt from it.,And this is what separates salt from it.,94.58795930836258
But he does seem i do not know.,But he does not seem so i do not know.,But he does not seem like i do not know.,81.3048169871443,0.87113094,But he does not seem to me i do not know.,But he does not seem to me that i do not know.,77.0423038484863
We will have to buy those whiles.,We will not have to buy that for a while.,We will have to buy that for a while.,82.63460336753243,0.91604537,We will have to buy that for a while.,We will have to buy that for a while now.,92.26698533826692
You need to get yourself clip art book and scanners.,You just need to get yourself a clip art book and a scanner.,You need to get yourself a clip art book and scanner.,80.6315930611288,0.97276866,You need to get yourself a clip art book and scanner.,You need to get yourself a clip art book and scanner.,100.0
Well you apparently know do it.,Well you apparently knew how to do it.,Well you apparently know how to do it.,87.3135905690596,0.95940834,Well you apparently know how to do it.,Well you apparently know how to do it.,100.0
I know the one the right.,I know the one in the lower right.,I know the one on the right.,58.257617509994816,0.9320905,I know the one on the right.,I know the one on the right.,100.0
My sister make a loaves bread got have piece.,My sister made a loaf of bread got to have a piece.,My sister made a loaves of bread got a piece.,71.15249912521699,0.9682245,My sister made a loaves of bread got a piece.,My sister made a loaves of bread got a piece of.,95.27306042533137
And doors are open house come two dogs.,And all the doors are open into the house come these two dogs.,And when the doors are open in the house come two dogs.,71.61779082109004,0.9495654,And when the doors are open up in the house come two dogs.,And when the doors are open in the house come the two dogs.,89.3071730481474
Hey look i have no problems.,Hey look i have no problem at all.,Hey look i have no problems.,78.58237451578182,0.96851194,Hey look i have no problems.,Hey look i have no problem.,96.45831998631968
The secretaries serf almost no function.,Really the secretary serves almost no function.,The secretaries serf almost no function.,62.508505297636006,0.88490915,The secretaries serf almost no function.,The secretaries serf almost no function.,100.0
Could person be making say danny right now.,You know how much could that person be making less than say danny right now.,Could someone be making a say danny right now.,42.295923465312505,0.80994713,Could someone be making a say danny right now.,Could the person be making a say danny right now.,81.5785885777214
T other l perrizo this world.,T the other l perrizo in this world.,T other l perrizo in this world.,87.40283018909003,0.9743367,T other l perrizo this world.,T other l perrizo this world.,90.64814240980043
That you did send me flowers and uh.,You know that you did send me flowers and uh.,That you did not send me flowers and uh.,71.88932622024824,0.79629713,That you did not send me flowers and uh.,That you did not send me flowers and uh.,100.0
Turn the tv and help us roll tamales.,Turn off the tv and help us roll some tamales.,Turn the tv on and help us roll the tamales.,61.71390684849113,0.9291297,Turn the tv on and help us roll some tamales.,Turn the tv on and help us roll out the tamales.,83.11477426292521
It be granary it hold fourthousand pounds grain.,It is a granary it holds about fourthousand pounds of grain.,It is a granary it holds a fourthousand pounds of grain.,87.64416849104279,0.9971752,It is a granary it holds fourthousand pounds of grain.,It is a granary it holds a fourthousand pounds of grains.,92.80454761798723
Okay okay i will just call ten or fifteen.,Okay okay so i will just call back in about ten or fifteen.,Okay okay i will just call ten or fifteen.,62.85331497772214,0.94541156,Okay okay i will just call ten or fifteen.,Okay okay i will just call ten or fifteen.,100.0
But these are a little bits derive.,But these are a little bit more scientifically derived.,But these are a little bits of the derive.,54.898272981523945,0.7803917,But these are a little bits of the derive.,But these are a little bits derive.,91.6442800013567
Because i think they be just our waist.,Because i always thought they were just below your waist.,Because i think they are just our waist.,41.3251250566154,0.8426087,Because i think they are just in our waist.,Because i think they are just just our waist.,86.19486067895068
Oh they got ac up here.,Oh they got ac up here too.,Oh they got an ac up here.,69.89813805582624,0.9711768,Oh they got ac up here.,Oh they got ac up here.,90.46438703870821
Oh i think they be this.,Oh i think they are good like that.,Oh i think they are like this.,64.73963010078161,0.8442742,Oh i think they are all like this.,Oh i think they are all like this.,86.0394847335377
I do not need it divin.,I do not really need it the divin.,I do not need it divin.,44.81165322378848,0.9623802,I do not need it for divinity.,I do not need it for divinity.,73.10791143414089
The thing is technology that come it gets used.,The thing is any technology that comes up it gets used.,The thing is the technology that comes out of it gets used.,75.41801576625704,0.9370953,The thing is the technology that comes in it gets used.,The thing is the technology that comes in it gets used.,91.95610321860534
The lease be terminated my behavior.,The lease was terminated because of their behavior.,The lease was terminated on my behavior.,63.433022337209046,0.9011331,The lease was terminated with my behavior.,The lease was terminated and my behavior.,82.40481660002918
I do know i would wear it.,So i do not know when i would wear it.,I do not know i would wear it.,66.586869139471,0.91246974,I do not know i would wear it.,I do not know i would wear it.,100.0
He was like really and leave.,He was like really bored and left.,He was like really and left.,72.85202087539798,0.90303755,He was like really and left.,He was like really and left.,100.0
Their daughter admitted it to me.,His daughter actually admitted it to me.,Their daughter admitted it to me.,62.26908527749495,0.94234097,Their daughter admitted it to me.,Their daughter admitted to it to me.,89.39126074595117
And the whole time here he would look.,And then the whole time under here he would just look.,And the whole time here he would look at.,56.697172564203136,0.9041029,And the whole time here he would look at you.,And the whole time here he would look at you.,93.44601272491738
Just looked and then look and walked.,N just kind of looked and then looked and then walked.,Just looked and then looked and walked.,63.23921739122095,0.9452507,Just looked and then looked and walked.,Just looked and then looked and walked out.,93.23995044131593
One days what do we bring.,That one day what did we bring out.,One day what do we bring.,50.70581841173462,0.8957077,One day what do we bring.,One day what do we bring.,100.0
I would have move this too.,I actually would have to move for that too.,I would have moved this too.,33.96445549633687,0.7970855,I would have moved this too.,I would have moved this too.,100.0
And things and give to these poors.,And all of these things and give to these poor.,And then things and give to these poor people.,67.58543513961472,0.9421023,And and things and give to these poor people.,And and things and give to these poor poor people.,86.12252249493325
And he would fall asleep me.,And he would fall asleep with me.,And he would fall asleep on me.,76.33512062389597,0.9546429,And he would fall asleep with me.,And he would fall asleep at me.,79.62545253208587
Because they do really want buy anything they just want look.,Because they did not really want to buy anything they just wanted to look.,Because they do not really want to buy anything they just want to look at.,83.2781944310189,0.964115,Because they do not really want to buy anything they just want to look at.,Because they do not really want to buy anything they just want to look at.,100.0
Let us see it was i guess forty seventy.,Let us see uh it was i guess forty maybe forty fortyfive seventy.,Let us see it was i guess forty seventy.,52.58206142331808,0.9773325,Let us see it was i guess forty seventy.,Let us see it was i guess forty seventy.,100.0
I mean he was pretty wild guy be he.,I mean he was a pretty wild guy was not he.,I mean he was a pretty wild guy was he.,85.03405599840852,0.9986408,I mean he was a pretty wild guy is he.,I mean he was a pretty wild guy is he.,90.88442019751267
That be the set shoes i ever saw my life.,That was the yougliest set of shoes i ever saw in my life.,That is the only set of shoes i ever saw in my life.,66.95369393008603,0.83024776,That is the set of shoes i ever saw in my life.,That is the most set of shoes i ever saw in my life.,85.60213905233142
Find something else pick it up.,Find something else to pick it up with.,Find something else to pick it up.,85.84895829007667,0.9748121,Find something else to pick it up.,Find something else to pick it up.,100.0
But i do want be the one.,But i do not want to be the only one.,But i do not want to be the one.,83.35696202185518,0.89158654,But i do not want to be the one.,But i do not want to be the one.,100.0
What do i have do please him.,What do i have to do to please him.,What do i have to do to please him.,100.0,0.9999999,What do i have to do to please him.,What do i have to do to please him.,100.0
Connect distributor that do deal with them.,Connected with a distributor that does deal with them.,Connect the distributor that does not deal with them.,74.22954983449577,0.79689693,Connect the distributor that does not deal with them.,Connect the distributor that does deal with them.,94.8216596784332
And i guess he really go.,And i guess he really goes fast.,And i guess he really goes.,82.05608177444094,0.8568375,And i guess he really went.,And i guess he really went to.,78.27027746176825
Turn it pours the water through.,Turn it on pour the water through.,Turn it on and it pours the water through.,76.5501182497386,0.9688121,Turn it over and it pours the water through.,Turn it on and it pours all the water through.,81.05110481305925
He have be voted one top ten racehorse the century.,He has also been voted one of the top ten racehorses of the century.,He has been voted one of the top ten racehorses of the century.,88.85357201061939,0.9931017,He has been voted one of the top ten racehorses of the century.,He has been voted one of the top ten racehorses of the century.,100.0
And friendships would be made these dancer intermingling.,And friendships would be made with all these dancers intermingling.,And friendships would be made between these dancers intermingling.,83.346516011325,0.9857851,And friendships would be made with this dancer intermingling.,And friendships would be made between this dancer intermingling.,81.57070051370073
But like i be homesick at.,But like i am not homesick at all.,But like i am homeick at.,49.867206236645515,0.7810784,But like i am homeick at.,But like i am homesick at.,87.08202663543587
You should wear them your birthday party.,You should wear them over here for your birthday party.,You should wear them to your birthday party.,72.10514596515677,0.95406497,You should wear them at your birthday party.,You should wear them at your birthday party.,91.41918800007036
And i consider myself real free thinker it comes to stuff.,And i consider myself a real free thinker when it comes to that stuff.,And i consider myself a real free thinker when it comes to stuff.,89.27348306900087,0.9862509,And i consider myself a real free thinker when it comes to stuff.,And i consider myself a real free thinker when it comes to stuff.,100.0
There be going be some loss.,There is going to be some loss.,There is going to be some loss.,100.0,1.0000004,There is going to be some loss.,There is going to be some loss.,100.0
And i have the impulse take.,And i had the impulse to take some.,And i have the impulse to take.,69.4969937538255,0.9178476,And i have the impulse to take.,And i have the impulse to take.,100.0
